,CodCons,NomCons,CodCta
11126,295564,CONSORCIO EJECUTOR,295564
11127,295574,CONSORCIO ESTUDIOS INTEGRALES,295574
11128,295603,CONSORCIO RAMIS,295603
11129,295616,CONSORCIO CONSULTORES EYR,295616
11130,295617,CONSORCIO RIO MALA,295617
11131,295631,CONSORCIO TARMA,295631
11132,295632,ALEXANDER ANTONIO DIAZ GUEVARA Y PEDRO VILLAFANI VIVAS,295632
11133,295642,CONSORCIO: AIKO REPRESENTACIONES S.A.C Y MILENIUM GROUP S.A.C.,295642
11134,295662,CONSORCIO PTAR PACHACUTEC INTEGRADO POR ACCIONA CONSTRUCCIÓN S.A. SUCURSAL PERÚ Y ACCIONA AGUA S.A.,295662
11135,295666,CONSORCIO SAN MARCOS,295666
11136,295668,CONSORCIO LIBERTADORES,295668
11137,295675,CONSORCIO CONSULTOR ANDINO ,295675
11138,295676,CONSORCIO SUPERVISOR CHAMBIRA,295676
11139,295677,CONSORCIO VIAL PLATERITOS,295677
11140,295691,CONSORCIO PROGRESO,295691
11141,295694,CONSORCIO HIDRAULICA TAS,295694
11142,295719,CONSORCIO TAMBILLO,295719
11143,295722,CONSORCIO HIDRO NAYLAMP,295722
11144,295723,Consorcio CONCAS (Consulting and Working Internacional SAC y Luis Carlo Condori  Huillca E.I.R.L.),295723
11145,295725,CONSORCIO GUADALUPE I,295725
11146,295732,SERVENCAS S.R.L. / SERTELCO JAIR CORREA CASTILLO ,295732
11147,295740,CONSORCIO RIO CASMA,295740
11148,295744,CONSORCIO PUENTE,295744
11149,295746,CONSORCIO ROSALES ANCAJIMA MIRELLA NANCY Y SARANGO MUÑOZ LUIS ALBERTO,295746
11150,295747,CONSORCIO SAN JOSE,295747
11151,295750,CONSORCIO HUANCAS,295750
11152,295770,CONSORCIO GRUPO CEREGRAL CP EIRL Y PRODUCCIONES NACIONALES TC EIRL,295770
11153,295772,CONSORCIO CHAQUICOCHA,295772
11154,295781,CONSORCIO RIO OLMOS COPE,295781
11155,295785,CONSORCIO SANEAMIENTO BOLIVAR,295785
11156,295788,CONSORCIO CONSTRUCTOR LAS TORRES,295788
11157,295800,CONSORCIO SUPERVISOR MIGUEL IGLESIAS,295800
11158,295807,CONSORCIO VEMAEQUIP-CORPVEES,295807
11159,295820,CONSORCIO DILCORPS,295820
11160,295833,CONSORCIO ESTANQUES ATARJEA integrado por YAKU SERVICIOS GENERALES E.I.R.L. e HIDROBYTE INGENIEROS S.A.C.,295833
11161,295839,CONSORCIO CISPDR-SIGT,295839
11162,295851,COMPAÑIA DE SERVICIOS PROFESIONALES DEL PERU S.A.C - COSEPRO DEL PERU S.A.C - SERVICIO DE MANTENIMIENTO Y SANEAMIENTO AMBIENTAL S.A.C SERMANSA S.A.C,295851
11163,295893,CONSORCIO INGENIEROS CONSULTORES,295893
11164,295896,JOCABA,295896
11165,295897,CONSORCIO LICUPIS,295897
11166,295899,CONSORCIO SAN FERNANDO,295899
11167,295908,CONSORCIO CONTROL CUENCA RIMAC,295908
11168,295910,CONSORCIO SAN FRANCISCO,295910
11169,295923,CONSORCIO MCONS,295923
11170,295927,CONSORCIO RIBEREÑO CHINCHAYCAMAC,295927
11171,295937,CONSORCIO SUPERVISOR DEL SUR,295937
11172,295940,CONSORCIO PASCO ,295940
11173,295942,CONSORCIO ROJAC MASTER SAC  SERMANZA SAC,295942
11174,295947,CONSORCIO ARANA,295947
11175,295951,CONSORCIO VIRGEN DE FATIMA,295951
11176,295956,CONSORCIO TAMARINDO,295956
11177,295965,CONSORCIO MINAS MOQUEGUA,295965
11178,296002,CONSORCIO EL VALLE,296002
11179,296024,CONSORCIO ELECTRO NOR PERU S.A.C. / JAVIER ENRIQUE TÁVARA CIEZA,296024
11180,296028,CONSORCIO ELECTRO NOR PERU S.A.C. / JAVIER ENRIQUE TAVARA CIEZA,296028
11181,296029,CONSORCIO EMPRESA ROQUE LEÓN MARÍA FRANCIS Y COMERCIAL MULTISERVICIOS FRANK E.I.R.L. ,296029
11182,296032,CONSORCIO PAIMAS,296032
11183,296035,CONSORCIO BS  P CONTRATISTAS GENERALES / CONSTRUCTORA ARGOSS PERU E.I.RL.,296035
11184,296041,CONSULTORAS EN ENERGIA,296041
11185,296052,CONSORCIO OBRAS,296052
11186,296059,CONSORCIO CONSULTOR CUENCA DE RIO HUAURA,296059
11187,296060,CONSORCIO SAN JOSE,296060
11188,296062,CONSORCIO ATALAYA,296062
11189,296078,CONSORCIO SAN MARTÍN,296078
11190,296080,CONSORCIO CHUGAY,296080
11191,296084,CONSORCIO GRUPO CEREGRAL CP EIRL Y PRODUCCIONES NACIONALES TC EIRL,296084
11192,296086,CONSORCIO HARZONE-CATIC,296086
11193,296106,CONSORCIO EL MISTI,296106
11194,296122,CONSORCIO GRUPO HERMAN S.A. / SERVICIOS GENERALES LEON DE JUDA S.R.L.,296122
11195,296133,CONSORCIO A Y A CORPORACION REAL SAC - CORPORACION SUDAMERICANA DE NEGOCIOS PERU SAC,296133
11196,296142,CONSORCIO ECOLOGÍA Y TECNOLOGÍA AMBIENTAL S.A.C. / GMI S.A. INGENIEROS CONSULTORES / PROYECTOS INDUSTRIALES Y MARITIMOS E.I.R.L.,296142
11197,296153,CONSORCIO SAN JOSE: BEICON CONTRATISTAS GENERALES S.A.C. - SHEYSA CONTRATISTAS S.A.C.,296153
11198,296157,CONSORCIO AMAZON SECURITY PERÚ SRL Y MAKER SERVICES S.A.C. ,296157
11199,296165,CONSORCIO INDEPENDENCIA  - CAMPUS CONTRATISTAS GENERALES S.R.L. ¿ GSB CONSTRUCCIONES  Y SERVICIOS  AREQUIPA SAC ¿ MAPOLIS CONSTRCCIONES  Y SERVICIOS  EIRL,296165
11200,296169,CONSORCIO SUR CUSCO,296169
11201,296196,CONSORCIO CHOROPAMPA,296196
11202,296212,CONSORCIO REPRESENTACIONES DECO S.A.C. - MERCK SHARP  DOHME PERU S.R.L.,296212
11203,296213,CONSORCIO CINERGIA,296213
11204,296242,GESDATA ENGINEERING,296242
11205,296243,CONSORCIO SANTA ANA,296243
11206,296247,CONSORCIO NUEVA ESPERANZA Y AMANECER,296247
11207,296267,CONSORCIO LA FUERZA DE DIOS,296267
11208,296285,HERAUF PERÚ SAC Y BAHER ASESORES INTEGRALES SOCIEDAD ANONIMA CAPITAL VARIABLE,296285
11209,296297,CONSORCIO DE ALIMENTOS NYF,296297
11210,296298,CONSORCIO TICLLAS,296298
11211,296312,CONSORCIO SESGA REYSER,296312
11212,296316,CONSORCIO OPTIMA,296316
11213,296317,MAPFRE PERU COMPAÑIA DE SEGUROS Y REASEGUROS S.A. - MAPFRE PERU VIDA COMPAÑIA DE SEGUROS Y REASEGUROS. S.A. y PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS,296317
11214,296319,CONSORCIO SIMSC SAC - AJ MULTISERVICIOS SAC,296319
11215,296327,CONSORCIO DE ALIMENTOS NYF,296327
11216,296330,CONSORCIO PANAMERICANO,296330
11217,296335,CONSORCIO CHICLA.,296335
11218,296339,CONSORCIO PETROLERO,296339
11219,296343,CONSORCIO OTUZCO,296343
11220,296344,CONSORCIO MORONA COCHA,296344
11221,296347,CONSORCIO RESTREPO JESSMARA,296347
11222,296363,CONSORCIO EDUCATIVO CHURCAMPA,296363
11223,296372,REALVA EIRL-VENCARNES EIRL,296372
11224,296373,CONSORCIO PIURA..,296373
11225,296374,CENTRO NEFROLOGICO ALBERTO SAC - UNIDAD RENAL MATER ESPERANZA SAC- CENTRO DEL RIÑON SANTA LUCIA SAC,296374
11226,296376,CONSORCIO ATARJEA INTEGRADO POR AQUA PLAN INGENIEROS SA.C. Y SETARIP S.R.L.,296376
11227,296383,ELISE - COMPURED,296383
11228,296387,CONSORCIO CORPRODI S.A.C. - INVERSIONES MACRO SERVICE S.A.C.,296387
11229,296392,CONSORCIO SAN JUAN,296392
11230,296413,CONSORCIO HERMANOS AYAR,296413
11231,296414,asociacion rural vial los apus de para para ,296414
11232,296424,CONSORCIO BEREAN SERVICE S.A.C. Y GRUPO AMAB SECURITY S.A.C.,296424
11233,296435,CONSORCIO VIAL SOR ANA,296435
11234,296443,CONSORCIO RAYANCANCHA,296443
11235,296446,CONSORCIO CIUDAD NUEVA,296446
11236,296454,CONSORCIO TUCO,296454
11237,296462,CONSORCIO VINSA,296462
11238,296466,APU CHUNKAL SAC,296466
11239,296470,CONSORCIO MAYNAS MONTENEGRO - CONSER,296470
11240,296475,CONSORCIO EL SOL,296475
11241,296484,CONSORCIO CCOYOBAMBA,296484
11242,296498,CONSORCIO SISA,296498
11243,296514,ÁGUILAS DE SIWINA,296514
11244,296517,CONSORCIO QUIMICA SUIZA SAC - MERCK SHARP Y DOHME PERU SRL,296517
11245,296518,CONSORCIO PUCAPAMPA,296518
11246,296519,CONSORCIO CORONA,296519
11247,296523,CONSORCIO QUIMICA SUIZA SAC - ROCHE FARMA PERU SA,296523
11248,296542,VEDISUR EIRL-PROCAVEN EIRL,296542
11249,296544,CONSORCIO TUMBES,296544
11250,296549,ALTO TAPICHE,296549
11251,296551,CONSORCIO XMS,296551
11252,296552,CONSORCIO BREU,296552
11253,296562,SERCOGEN S.R.L. - SERCOM SIGLO XXI E.I.R.L,296562
11254,296563,CONSORCIO GE PHARMA - BIOMED SUPPLY SAC,296563
11255,296564,CONSORCIO INVERSIONES 1220 E.I.R.L. - FRANCISCO JAVIER SANDOVAL BUITRAGO - POLO MAR SAC,296564
11256,296565,CONSORCIO COCHORCO,296565
11257,296566,SERVENCAS SRL/SERTELCO DE JAIR CORREA CASTILLO,296566
11258,296571,CONSORCIO BLANQUITA,296571
11259,296577,CONSORCIO PUENTES ZONA NORTE,296577
11260,296587,CONSORCIO EL TROME,296587
11261,296590,CONSORCIO HEYSERG,296590
11262,296592,CONSORCIO GRUPO CEREGRAL CP EIRL Y PRODUCCIONES NACIONALES TC EIRL,296592
11263,296596,SOLUCIONES AMBIENTALES,296596
11264,296605,CONSORCIO CONFECCIONES GENERALES NACIONALES AMERICOANTONIO SAC  CONFECCIONES WALLIQ PERU SAC,296605
11265,296640,CONSORCIO ALTOMAYO,296640
11266,296641,CONSORCIO VALLE SUR,296641
11267,296642,CONSORCO AYESA PERU S.A.C. / AYESA INGENIERÍA Y ARQUITECTURA S.A.U.,296642
11268,296644,CORPORACION STELLA S.AC. - MODAS MARLENCH E.I.R.L. ,296644
11269,296647,CONSORCIO VIAL UNIÓN PROGRESO,296647
11270,296659,CONSORCIO ESTUDIOS TPS,296659
11271,296662,CONSORCIO MICAELA ,296662
11272,296686,CONSORCIO JULCAMARCA,296686
11273,296693,CONSORCIO JJ INCAR S.A.C  - ALFARO SALAS Y ASOCIADOS S.A.C.,296693
11274,296696,CONSORCIO EL TROME,296696
11275,296698,CONSORCIO SACYR,296698
11276,296700,CONSORCIO JUAN DE DIOS,296700
11277,296704,CONSORCIO LIGEM,296704
11278,296710,CONSORCIO TUMBES,296710
11279,296727,CONSORCIO SURUVARA,296727
11280,296747,CONSORCIO AMAZONAS,296747
11281,296748,CONSORCIO VIAL HUAYLLARIPA,296748
11282,296749,CONSORCIO CIBA,296749
11283,296751,CONSORCIO BAMBAMARCA,296751
11284,296763,CONSORCIO AURA YUNGAY,296763
11285,296785,CONSORCIO C & V,296785
11286,296802,CONSORCIO CRISTALINO,296802
11287,296825,CONSORCIO INTEGRADO POR MAPFRE PERÚ COMPAÑÍA DE SEGUROS Y REASEGUROS S.A. y MAPFRE PERU VIDA COMPAÑÍA DE SEGUROS Y REASEGUROS,296825
11288,296840,CONSORCIO  LAVANDERIAS WASH SAC -  LAVA QUICK EXPRESS SA,296840
11289,296842,IBA-GENLOG,296842
11290,296853,CONSORCIO MULT.DASU BUITRON,296853
11291,296867,SANTA ROSA,296867
11292,296871,CONSORCIO VILSOL LATAM E.I.R.L. ¿ VILSOL S.A.C,296871
11293,296872,CONSORCIO CHAUYAR,296872
11294,296879,CONSORCIO VIAL CHOECCA - PISTI,296879
11295,296880,CONSORCIO VIAL SHOLLET,296880
11296,296887,CONSORCIO HUAYLASJIRCA,296887
11297,296891,G-3 SUMAQ SEGURIDAD,296891
11298,296892,CONSORCIO EL SUPERVISOR,296892
11299,296896,CONSORCIO CARBAJAL,296896
11300,296911,CONSORCIO DAMI,296911
11301,296922,CONSORICO INVERSIONES ESPECIALIZADOS SARIOS E.I.R.L. / IMAGEN CORPORATIVA FAMAT S.A.C. / TECNO MEDICAL DEVICE S.A.C.,296922
11302,296924,CONSORCIO BRUNNER SAC Y BRUNNER CONSULTORES Y SERVICIOS SAC,296924
11303,296931,CONSORCIO INVERSIONES ESPECIALIZADOS SARIOS E.I.R.L. / TECNO MEDICAL DEVICE S.A.C. / DISTRIBUIDORA VENSO S.A.C. / IMAGEN CORPORATIVA FAMAT S.A.C. ,296931
11304,296935,CONSORCIO  HUANCANI,296935
11305,296941,CONSORCIO JHON,296941
11306,296949,CORPORACIÓN VARUM S.A.C. - GRUPO ELITE DEL NORTE S.R.L. - AMERICANA EMPRESA DE SERVICIOS GENERALES S.R.L.,296949
11307,296956,CONSORCIO VIAL TUNAPITA,296956
11308,296961,CONSORCIO NAZARENO,296961
11309,296963,CONSORCIO JHON,296963
11310,296965,CONSORCIO CHINT,296965
11311,296971,CONSORCIO AZL EXPRESS (AZL CONTRATISTAS GENERALES SAC. - PERCY CASTILLO KANQUI - GRUPO KHUJAQ TRAVEL TOURS SRL.),296971
11312,296978,CONSORCIO VILLA CONSULTORES ,296978
11313,296991,CONSORCIO: WORLD SECURITY AND SERVICES S.A.C. y EVAZ SECURITY SAC,296991
11314,296995,CONSORCIO PANAMERICANO,296995
11315,296996,CONSORCIO PACIFICO,296996
11316,296999,CONSORCIO EL AYMARINO,296999
11317,297000,CONSORCIO PAKAMUROS,297000
11318,297004,CONSORCIO PAKAMUROS,297004
11319,297005,CONSORCIO PACSICA,297005
11320,297008,CONSORCIO ICHIBAN,297008
11321,297015,CONSORCIO CARRION,297015
11322,297019,CONSORCIO JUAN DE DIOS,297019
11323,297042,CONSORCIO JUAN DE DIOS,297042
11324,297043,GASTRONOMIA MAJEN,297043
11325,297052,CONSORCIO LOS ORIENTALES,297052
11326,297054,CONSORCIO LOS ORIENTALES,297054
11327,297068,CONSORCIO YAULI INTEGRADO POR SERVICIOS DE TRATAMIENTO DE AGUAS RESIDUALES INDUSTRIALES Y POTABLES S.R.L. (SETARIP S.R.L.) Y AQUA PLAN INGENIEROS S.A.C.,297068
11328,297078,CONSORCIO ROJAC MASTER S.A.C. - SERMANSA S.A.C.,297078
11329,297082,CONSORCIO DEL NORTE,297082
11330,297094,CONSORCIO SHINING S.R.L. - SERMANSA S.A.C.,297094
11331,297102,CONSORCIO LUAL,297102
11332,297108,CONSORCIO E&P,297108
11333,297125,CONSORCIO SAGITARIO,297125
11334,297137,CONSORCIO PUCALLPA,297137
11335,297143,CONSORCIO ARCANGEL,297143
11336,297181,PROYECTO CHICLA,297181
11337,297182,CONSORCIO QUIMPETROL PERU S.A.C. / ANALYTICAL LABORATORY E.I.R.L. ,297182
11338,297191,CONSORCIO APOLO,297191
11339,297212,CONSORCIO MANTENIMIENTO ELECTROMECÁNICO ONCH conformado por ONCH SERVICIOS Y SUMINISTROS INDUSTRIALES S.A.C. y ORLANDO JESUS NUÑEZ CHAVEZ,297212
11340,297213,CONSORCIO SUPERVISOR SANTA,297213
11341,297214,CONSORCIO DEL NORTE,297214
11342,297228,CONSORCIO VIAL CAMPOY,297228
11343,297229,CONSORCIO LIMA,297229
11344,297236,CONSORCIO AJOSCANCHA,297236
11345,297242,CONSORCIO CHAVÍN DE HUANTAR,297242
11346,297248,CONSORCIO PANAMERICANO,297248
11347,297249,CONSORCIO DEL NORTE,297249
11348,297251,CONSORCIO GRUPO CEREGRAL CP EIRL Y PRODUCCIONES NACIONALES TC EIRL,297251
11349,297260,CONSORCIO LETIRA,297260
11350,297264,CONSORCIO ESSA SOLUTIONS SAC -KRUGERCORPORATION S.A-KRUGERCORPORATION PERU SAC,297264
11351,297266,CONSORCIO BRAVO,297266
11352,297273,CONSORCIO ALFONSO UGARTE,297273
11353,297282,MAGALI ACOSTA SANCHEZ - LUIS ALBERTO LAZARO CHERO,297282
11354,297286,CONSORCIO LANCHE,297286
11355,297292,CONSORCIO COPEMANE,297292
11356,297296,CONSORCIO CENTRAL,297296
11357,297301,CONSORCIO TECNOLOGÍA AUTÓMATA S.A.C Y CONSORCIO CBS EJECUTOR DE OBRAS Y SERVICIOS S.A.C.,297301
11358,297304,CONSORCIO INGENIERIA,297304
11359,297314,CONSORCIO RAMSSY,297314
11360,297318,CONSORCIO REMANDO SAC IBEROAMERICANA VIAJES Y TURISMO EIRL,297318
11361,297328,CONSORCIO LA TRANCA,297328
11362,297332,CONSORCIO TABOADAS,297332
11363,297339,CONSORCIO CHUGAY,297339
11364,297342,CONSORCIO EDUCATIVO JUÑAO,297342
11365,297361,CONSORCIO VISTA ALEGRE,297361
11366,297364,CONSORCIO GARROSA,297364
11367,297402,MESEMAR - STINVILLE,297402
11368,297417,CONSORCIO MCONS,297417
11369,297418,MAPFRE PERU COMPAÑÍA DE SEGUROS Y REASEGUROS SA  -   MAPFRE PERÚ VIDA COMPAÑÍA DE SEGUROS Y REASEGUROS,297418
11370,297420,CONSORCIO NEWSKYLINE - MEGA ,297420
11371,297422,CONSORCIO SEÑOR DELOS MILAGROS,297422
11372,297428,MORGAN DEL ORIENTE SAC - ARSENAL SECURITY SAC,297428
11373,297429,CONSORCIO LA POSITIVA SEGUROS Y REASEGUROS y RIMAC SEGUROS Y REASEGUROS.,297429
11374,297431,CONSORCIO VIRGEN DEL ROSARIO,297431
11375,297436,CONSORCIO ECJ - SUMOIN,297436
11376,297439,CONSORCIO EKN SUPERVISOR,297439
11377,297443,LOS JARDINES,297443
11378,297453,Consorcio Tarapoto,297453
11379,297468,CONSORCIO AMERICA MOTORS,297468
11380,297469,CONSORCIO LAS AMAZONAS,297469
11381,297471,CONSORCIO BONANZA,297471
11382,297475,JENNY MADELEINE PACHECO NARVASTA-RODOLFO ALONSO VIDAL DOMINGUEZ,297475
11383,297477,CONSORCIO HUAROCHIRI,297477
11384,297481,CONSORCIO HUALLANCAYO ,297481
11385,297487,Consorcio Amazonico,297487
11386,297493,CONSORCIO NIÑO JESUS,297493
11387,297499,RICHARD CRISTIAN SALAZAR MAGUIÑA-RODOLFO ALONSO VIDAL DOMINGUEZ,297499
11388,297500,CONSORCIO SUPERVISOR VILLATEK,297500
11389,297538,CONSORCIO SUPERVISOR DORAY,297538
11390,297564,ANALÍTICA DEL PACIFICO S.A.C / SOLUCIONES ANALÍTICAS S.A,297564
11391,297577,CONSORCIO SUPERVISOR COMPIN,297577
11392,297590,G Y C SAN JOSE SAC - TRANSPORTES ENCISO SAC,297590
11393,297614,CONSORCIO AMERICA INTERNACIONAL,297614
11394,297636,CONSORCIO MANTENIMIENTO SUR integrado por ONCH SERVICIOS Y SUMINISTROS INDUSTRIALES S.A.C. y ORLANDO JESÚS NÚÑEZ CHÁVEZ,297636
11395,297648,CONSORCIO JOSE PORRAS MENDOZA - CONSORCIO AUSTRAL SAC,297648
11396,297651,CONSORCIO CASAPALCA,297651
11397,297660,CONSORCIO QUIRIO,297660
11398,297664,CONSORCIO INDETEL,297664
11399,297666,DIANE MARLITH RIVA VILLACORTA / ROSSY FLOWERS S.A.C,297666
11400,297667,INTEDYA,297667
11401,297673,CONSORCIO CASERÍO DE BECARA,297673
11402,297683,CONSORCIO UNAH,297683
11403,297705,CONOSRCIO CAMILA,297705
11404,297723,CONSORCIO MECOR PERU SAC - MECOR CA,297723
11405,297726,CONSORCIO MILANO LA LOMA,297726
11406,297728,CONSORCIO GIUSCRIS INTEGRADO POR INVERSIONES D´VERDI S.A.C. y LEE DIVISIÓN CONSTRUCCIÓN E.I.R.L.,297728
11407,297743,CONSORCIO SANEAMIENTO LOS OLIVOS,297743
11408,297747,CONSORCIO C&R,297747
11409,297754,CONSORCIO CHINT,297754
11410,297763,CONSORCIO ADITIVOS ESPECIALES,297763
11411,297766,CONSORCIO SUPERVISOR VENTANILLA,297766
11412,297773,CONSORCIO SEÑOR DE LOS MILAGROS,297773
11413,297782,CONSORCIO PACIFICO,297782
11414,297793,CONSORCIO SELVA ORIENTE,297793
11415,297796,CONSORCIO FUTUREBRAND,297796
11416,297819,INVERSIONES PACTO C&M S.A.C.- ASOCIACIÓN CIVIL PUMACHACA,297819
11417,297830,ALBERTO VEGA CAMACHO-MIGUEL ANGEL LUNA SANTIVAÑEZ,297830
11418,297836,PERUFOOD AGROCOMERCIAL SAC Y CESAR QUISPE SANCHEZ,297836
11419,297855,CONSORCIO SAN CARLOS,297855
11420,297863,CONSORCIO CARHUAYO,297863
11421,297871,CONSORCIO MANTENIMIENTO VIAL QUISPICANCHI,297871
11422,297873,CONSORCIO QUISPICANCHI,297873
11423,297877,CONSORCIO MAPFRE PERU COMPAÑÍA DE SEGUROS Y REASEGUROS - MAPFRE PERU VIDA COMPAÑÍA DE SEGUROS Y REASEGUROS - MAPFRE PERU S.A. ENTIDAD PRESTADORA DE SALUD,297877
11424,297878,CONSORCIO VIKMAR SAC - GRUPO VIKMAR SAC,297878
11425,297885,INVERSIONES PACTO C&M S.A.C. - ASOCIACIÓN CIVIL PUMACHACA,297885
11426,297892,CONSORCIO R&P,297892
11427,297893,CONSORCIO ARANGO,297893
11428,297894,CONSORCIO CONSULTOR,297894
11429,297900,CONSORCIO PLANTA VENTAS II,297900
11430,297903,CONSORCIO RIEGO CHICLA,297903
11431,297910,CONSORCIO SUPERVISOR DRELCA,297910
11432,297915,CONSORCIO VIAL ANCASH,297915
11433,297916,TELECYL PERU S.A.C. - TELECYL S.A. ,297916
11434,297923,CONSORCIO JUAN DE DIOS,297923
11435,297928,CONSORCIO TACSANA,297928
11436,297929,CONSORCIO YAPATO,297929
11437,297941,CONSORCIO VIRGEN DEL SOCORRO,297941
11438,297943,CONSORCIO DOIMP S.A. - ELECTRICOM GROUP S.A.C.,297943
11439,297949,CONSORCIO PANAMERICANO,297949
11440,297958,CONSORCIO VIAL QYC,297958
11441,297959,CONSORCIO FUSION COMUNICACIONES S.A.C. - SOLUCIONES ESTRUCTURALES S.A.C.,297959
11442,297968,CONSORCIO CONCEPTO MERCADO,297968
11443,297969,CONSORCIO VIAL HUANCAVELICA,297969
11444,297970,CONSORCIO CHILLHUAPAMPA,297970
11445,297988,CONSORCIO VIAL GALVEZ HNOS,297988
11446,297991,CONSORCIO VRAEM HUANCAVELICA,297991
11447,297992,CONSORCIO JHULIANITA,297992
11448,297998,CONSORCIO MASA,297998
11449,298016,CONSORCIO ANIMAS,298016
11450,298041,CONSORCIO CARMELO,298041
11451,298074,CONSORCIO S & S SERCON E.I.R.L. Y ANJACK MEDICA S.A.C.,298074
11452,298083,CONSORCIO VAYRO,298083
11453,298086,CONSORCIO: AMERICAN AUTOPARTS IMPORT SAC ¿ ESPINOZA ROSADO FELIX ELEAZAR,298086
11454,298093,CONSORCIO ICG,298093
11455,298095,CONSORCIO EFFIO Y ASOCIADOS SAC - JM BUSINESS MANAGEMENT SAC,298095
11456,298120,CONSORCIO RAMIS,298120
11457,298127,CONSORCIO BELLAVISTA DEL SOL,298127
11458,298132,FERCOSUR,298132
11459,298140,CONSORCIO SAN ANTONIO,298140
11460,298142,CONSORCIO JAKS,298142
11461,298145,CONSORCIO HORNOBAMBA,298145
11462,298168,COMERCIAL CHENO EIRL - CORP GLOGYPSY EIRL ,298168
11463,298170,CONSORCIO CRIMOC - CORPORACION CRIMOC S.A.C - INDUSTRIAL GORAK S A,298170
11464,298171,POTOCCHI,298171
11465,298176,ALIANZA ANDINO,298176
11466,298177,CONSORCIO CONTACOM CONTASISCORP CONSULTEC,298177
11467,298178,CONSORCIO CAURI,298178
11468,298240,CONSORCIO EDITORIAL PAPELERA IMPRENTA VALE PERU SAC-GRAFIC PLAZA SAC,298240
11469,298244,CONSORCIO: CONSORCIO CBS EJECUTOR DE OBRAS Y SERVICIOS SAC - TECNOLOGIA AUTOMATA SAC,298244
11470,298246,CONSORCIO P Y C,298246
11471,298247,CONSORCIO FLASH OWL,298247
11472,298248,CONSORCIO PERUANO DE MANTENIMIENTO ELÉCTRICO - COPEMANE,298248
11473,298257,CRUZADO,298257
11474,298268,CONSORCIO EDITORIAL PAPELERA IMPRENTA VALE PERU SAC-GRAFIC PLAZA SAC,298268
11475,298271,CONSORCIO IGESCO,298271
11476,298281,CONSORCIO E&J III,298281
11477,298282,CONSORCIO NORTE I,298282
11478,298284,CONSORCIO VRAEM HUANCAVELICA,298284
11479,298286,CONSORCIO CMR LOGÍSTICO ,298286
11480,298289,CONSORCIO LOGISTOK,298289
11481,298291,CONSORCIO: AIKO REPRESENTACIONES S.A.C Y MILENIUM GROUP S.A.C,298291
11482,298299,SEÑOR DE LOS MILAGROS,298299
11483,298302,SANITAS - PROTECTA,298302
11484,298304,CONSORCIO 3A-GST,298304
11485,298323,CONSORCIO CALLANCAS SP,298323
11486,298328,CONSORCIO AG,298328
11487,298330,CONSORCIO ALTO TRIUNFO,298330
11488,298333,CONSORCIO YAVARI,298333
11489,298336,CONSORCIO CUCULI,298336
11490,298356,CONSORCIO ANCASH,298356
11491,298357,CONSORCIO QUIMICA SUIZA S.A.C ¿ ROCHE FARMA (PERU) S.A,298357
11492,298360,CONSORCIO SUPERVISOR UNVERSITARIO,298360
11493,298367,CONSORCIO RIO PIURA,298367
11494,298372,CONSORCIO JHON,298372
11495,298376,CONSORCIO MARCABAL,298376
11496,298377,CONSORCIO INGENIERÍA VIAL,298377
11497,298412,SUPERVISION ESPERANZA,298412
11498,298413,CONSORCIO LATIN DENT S.A.C. - TERSEM E.I.R.L.,298413
11499,298418,CONSORCIO SUPERVISOR MORADA,298418
11500,298420,JJ,298420
11501,298433,CONSORCIO SEÑOR DE LOS MILAGROS,298433
11502,298457,CONSORCIO HUANCA,298457
11503,298458,CONSORCIO CHANCHAMAYO,298458
11504,298459,SYNERGYA,298459
11505,298466,CONSORCIO SUPERVISOR ANANEA,298466
11506,298487,CONSORCIO ALKAPALKA (ALKAPALKA CONTRATISTAS GENERALES S.A.C. - TRIPLE H CONTRATISTAS GENERALES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA),298487
11507,298489,CONSORCIO: HAZCO ENVIRONMENTAL SERVICES DEL PERU S.A. / SISTEMA DE IMPERMEABILIZACION DE GRANDES SUPERFICIES ARGENTINAS S.A.C.,298489
11508,298500,CONSORCIO TELEDISTRIBUCION SA - TICKETMASTER SPORT LIMITED,298500
11509,298506,LOMA DEL INDIO,298506
11510,298511,CONSORCIO NUEVA GENERACION ,298511
11511,298515,CONSORCIO: B S & P CONTRATISTAS GENERALES SAC/IND & ARQ S.A.C./RED ISACI-EM S.A.C.,298515
11512,298518,CONSORCIO GLOBAL AMAZON,298518
11513,298539,CONSORCIO EDIFICACIÓN,298539
11514,298540,"CONSORCIO DE LA POSITIVA SEGUROS Y REASEGUROS, LA POSITIVA VIDA SEGUROS Y REASEGUROS, LA POSITIVA S.A. ENTIDAD PRESTADORA DE SALUD",298540
11515,298566,CONSORCIO: OPAL CLEAN S.A.C. Y TECH CORPOTATION DE: HORTENCIA PILAR FIGUEROA TAYPE,298566
11516,298568,CONSORCIO JUAN DOMINGO OBREGON VERAMENDI - BREMCO S.R.L.,298568
11517,298582,CONSORCIO INTEGRADO POR:  PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS S.A Y PACÍFICO S.A. ENTIDAD PRESTADORA DE SALUD ,298582
11518,298598,GALARZA COLQUEHUANCA IRVING HUGO - COLQUEHUANCA PEREZ DE GALARZA MARIA ANTONIETA,298598
11519,298608,CONSORCIO AKC,298608
