,CodCte,RucCte,NomCte,CodTipCte
1653,20205095544,20205095544,MUNICIPALIDAD DISTRITAL DE POZUZO,
1654,20205137131,20205137131,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,
1655,20205141163,20205141163,MUNICIPALIDAD DISTRITAL DE JEBEROS,
1656,20205141830,20205141830,MUNICIPALIDAD DISTRITAL DE SOPLIN,
1657,20205208179,20205208179,MUNICIPALIDAD DISTRITAL DE SANTA CATALINA - LUYA,
1658,20205221353,20205221353,MUNICIPALIDAD DISTRITAL DE CORANI,
1659,20205298739,20205298739,EMPRESA MUNICIPAL DE SERVICIOS DE AGUA POTABLE DE YAULI - LA OROYA,
1660,20205308556,20205308556,MUNICIPALIDAD DISTRITAL DE MATAHUASI,
1661,20205316907,20205316907,MUNICIPALIDAD DISTRITAL DE POLOBAYA,
1662,20205322036,20205322036,MUNICIPALIDAD DISTRITAL DE HUAYNACOTAS - LA UNION,
1663,20205367994,20205367994,MUNICIPALIDAD DISTRITAL DE CHUGAY,
1664,20205376390,20205376390,MUNICIPALIDAD DISTRITAL DE ORCOTUNA,
1665,20205390201,20205390201,MUNICIPALIDAD DISTRITAL DE QUEROCOTILLO,
1666,20205390546,20205390546,GOBIERNO REGIONAL DE UCAYALI-HOSPITAL DE APOYO DE PUCALLPA,
1667,20205407961,20205407961,MUNICIPALIDAD DISTRITAL DE CUPISNIQUE,
1668,20205422332,20205422332,GOBIERNO REGIONAL DE ANCASH - AIS UTES POMABAMBA,
1669,20205424386,20205424386,MUNICIPALIDAD DISTRITAL DE CORIS,
1670,20205443763,20205443763,GOBIERNO REGIONAL DE PIURA-COLEGIO MILITAR PEDRO RUIZ GALLO,
1671,20205446789,20205446789,MUNICIPALIDAD DISTRITAL DE SAPILLICA,
1672,20205780506,20205780506,MUNICIPALIDAD DISTRITAL DE VEINTISIETE DE NOVIEMBRE,
1673,20205785486,20205785486,MUNICIPALIDAD DISTRITAL DE COLQUIOC,
1674,20205822519,20205822519,MUNICIPALIDAD DISTRITAL DE PACARAOS,
1675,20205876791,20205876791,MUNICIPALIDAD DISTRITAL DE SINSICAP,
1676,20205877763,20205877763,MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO,
1677,20205877925,20205877925,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA,
1678,20205878069,20205878069,MUNICIPALIDAD DISTRITAL DE LAMPIAN,
1679,20205935470,20205935470,MUNICIPALIDAD DISTRITAL DE PALCA - LAMPA,
1680,20205940554,20205940554,MUNICIPALIDAD DISTRITAL DE JOSE DOMINGO CHOQUEHUANCA,
1681,20205942921,20205942921,MUNICIPALIDAD DISTRITAL DE CABANILLAS,
1682,20205975773,20205975773,MUNICIPALIDAD DISTRITAL DE JIVIA,
1683,20205976079,20205976079,MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO,
1684,20206035260,20206035260,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL - PICOTA,
1685,20206042126,20206042126,MUNICIPALIDAD DISTRITAL DE ACOCHACA,
1686,20206071738,20206071738,MUNICIPALIDAD DISTRITAL DE SARAYACU,
1687,20206075997,20206075997,MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTIN,
1688,20206081539,20206081539,MUNICIPALIDAD DISTRITAL DE SUITUCANCHA,
1689,20206087651,20206087651,MUNICIPALIDAD DISTRITAL DE MASMA,
1690,20206112604,20206112604,MUNICIPALIDAD DISTRITAL DE HUAMANTANGA,
1691,20206134756,20206134756,MUNICIPALIDAD DISTRITAL DE COALAQUE,
1692,20206179695,20206179695,MUNICIPALIDAD DISTRITAL DE ANRA,
1693,20206179776,20206179776,MUNICIPALIDAD DISTRITAL DE JANGAS,
1694,20206342430,20206342430,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE MAYOCC,
1695,20206380528,20206380528,MUNICIPALIDAD DISTRITAL DE SAYAPULLO,
1696,20206428741,20206428741,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,
1697,20206511053,20206511053,MUNICIPALIDAD DISTRITAL DE SITABAMBA,
1698,20206513005,20206513005,MUNICIPALIDAD DISTRITAL DE CARABAMBA,
1699,20206518571,20206518571,MUNICIPALIDAD DISTRITAL DE HUMAY,
1700,20206524465,20206524465,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE ISCOS,
1701,20206555859,20206555859,MUNICIPALIDAD DISTRITAL DE CONCHAMARCA,
1702,20206556316,20206556316,MUNICIPALIDAD DISTRITAL DE UBINAS,
1703,20206588943,20206588943,MUNICIPALIDAD DISTRITAL DE SHUPLUY,
1704,20206590921,20206590921,MUNICIPALIDAD DISTRITAL DE PAMPAS - HUARAZ,
1705,20206591065,20206591065,MUNICIPALIDAD DISTRITAL DE TAPACOCHA,
1706,20206591499,20206591499,MUNICIPALIDAD DISTRITAL DE CHINGALPO,
1707,20206649918,20206649918,MUNICIPALIDAD DISTRITAL DE UMARI,
1708,20206723077,20206723077,MUNICIPALIDAD DISTRITAL DE QUILCAS,
1709,20206804824,20206804824,CONSEJO DISTRITAL DE SAN JUAN DE SIGUAS,
1710,20206805120,20206805120,MUNICIPALIDAD DISTRITAL DE SAMUEL PASTOR,
1711,20206811103,20206811103,MUNICIPALIDAD DISTRITAL DE MASMA CHICCHE,
1712,20206827441,20206827441,MUNICIPALIDAD DISTRITAL DE OCOBAMBA - CHINCHEROS,
1713,20206864215,20206864215,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE TUNA,
1714,20206903211,20206903211,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE OLTO,
1715,20206921898,20206921898,MUNICIPALIDAD PROVINCIAL DE CARABAYA - MACUSANI,
1716,20206936658,20206936658,MUNICIPALIDAD DISTRITAL DE SALAMANCA,
1717,20206955521,20206955521,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE YANAC,
1718,20207107213,20207107213,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PAUCARAY,
1719,20207113027,20207113027,MUNICIPALIDAD DISTRITAL DE BOLOGNESI,
1720,20207113612,20207113612,MUNICIPALIDAD DISTRITAL DE OMAS,
1721,20207155536,20207155536,MUNICIPALIDAD DISTRITAL DE MOLINOS - PACHITEA,
1722,20207202127,20207202127,MUNICIPALIDAD DISTRITAL DE CHIRIMOTO,
1723,20207208834,20207208834,MUNICIPALIDAD DISTRITAL DE PLATERIA,
1724,20207277992,20207277992,MUNICIPALIDAD DISTRITAL DE CHUMUCH,
1725,20207278298,20207278298,MUNICIPALIDAD DISTRITAL DE HUALGAYOC,
1726,20207338029,20207338029,SOCIEDAD DE BENEFICENCIA PUBLICA DE HUANCAVELICA,
1727,20207340431,20207340431,MUNICIPALIDAD DISTRITAL DE SAN JUAN - CASTROVIRREYNA,
1728,20207341089,20207341089,MUNICIPALIDAD DISTRITAL DE HUACHOS,
1729,20207341241,20207341241,MUNICIPALIDAD DISTRITAL DE ARMA,
1730,20207352871,20207352871,MUNICIPALIDAD DISTRITAL DE AJOYANI,
1731,20207367550,20207367550,MUNICIPALIDAD DISTRITAL DE CUTURAPI,
1732,20207427129,20207427129,MUNICIPALIDAD DISTRITAL DE CASCAPARA,
1733,20207429091,20207429091,MUNICIPALIDAD PROVINCIAL DE POMABAMBA,
1734,20207553698,20207553698,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,
1735,20207621448,20207621448,MUNICIPALIDAD DISTRITAL DE CAYNARACHI,
1736,20207621952,20207621952,MUNICIPALIDAD DISTRITAL DE SHATOJA,
1737,20207729052,20207729052,MUNICIPALIDAD DISTRITAL DE TICACO,
1738,20207736261,20207736261,MINAG - PROYECTO ESPECIAL BINACIONAL DESARROLLO INTEGRAL DE LA CUENCA DEL RIO PUTUMAYO,
1739,20207747204,20207747204,MUNICIPALIDAD DISTRITAL DE SARIN,
1740,20207751147,20207751147,MUNICIPALIDAD DISTRITAL DE SANTO TORIBIO,
1741,20207753191,20207753191,MUNICIPALIDAD DISTRITAL DE LA MERCED - AIJA,
1742,20207753603,20207753603,SOCIEDAD DE BENEFICENCIA PUBLICA DE ANDAHUAYLAS,
1743,20207761886,20207761886,MUNICIPALIDAD DISTRITAL DE ANDARAPA,
1744,20207763820,20207763820,MUNICIPALIDAD DISTRITAL CONSTITUCION - PASCO,
1745,20207852849,20207852849,MUNICIPALIDAD DISTRITAL DE POCSI,
1746,20207861678,20207861678,MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - LA UNION,
1747,20207861759,20207861759,MUNICIPALIDAD DISTRITAL DE JAQUI,
1748,20207864260,20207864260,MUNICIPALIDAD DISTRITAL DE TAPAY,
1749,20207884619,20207884619,MUNICIPALIDAD DISTRITAL DE CALLAYUC,
1750,20207890261,20207890261,MUNICIPALIDAD DISTRITAL DE PAIJAN,
1751,20208022602,20208022602,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE DAGUAS,
1752,20208069153,20208069153,MUNICIPALIDAD DISTRITAL DE CHINGAS,
1753,20208069820,20208069820,MUNICIPALIDAD DISTRITAL DE PIRA,
1754,20208070674,20208070674,MUNICIPALIDAD DISTRITAL DE CORDOVA,
1755,20208070755,20208070755,MUNICIPALIDAD DISTRITAL DE HUAYLLAHUARA,
1756,20208070836,20208070836,MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ,
1757,20208070917,20208070917,MUNICIP DISTRITAL DE MARISCAL CACERES,
1758,20208084896,20208084896,MUNICIPALIDAD DISTRITAL DE SAN PABLO - RAMON CASTILLA,
1759,20208088611,20208088611,MUNICIPALIDAD DISTRITAL DE AYAVIRI,
1760,20208090861,20208090861,MUNICIPALIDAD DISTRITAL DE CHILCAS,
1761,20208122739,20208122739,MUNICIPALIDAD DISTRITAL DE ANAPIA,
1762,20208128184,20208128184,GOBIERNO REGIONAL DE PUNO-EDUCACION ADE SAN ROMAN,
1763,20208154428,20208154428,MUNICIPALIDAD DISTRITAL DE MARCABAL,
1764,20208253086,20208253086,MUNICIPALIDAD PROVINCIAL DE CASTILLA - APLAO,
1765,20208294947,20208294947,MUNICIPALIDAD DISTRITAL DE JEPELACIO,
1766,20208309138,20208309138,MUNICIPALIDAD DISTRITAL DE TAHUAMANU,
1767,20208595041,20208595041,MUNICIPALIDAD DISTRITAL DE CARAYBAMBA,
1768,20208735587,20208735587,MUNICIPALIDAD DISTRITAL DE SAN GREGORIO,
1769,20208750209,20208750209,MUNICIPALIDAD DISTRITAL DE JUAN ESPINOZA MEDRANO,
1770,20208754379,20208754379,MUNICIPALIDAD DISTRITAL DE TRES DE DICIEMBRE,
1771,20208820266,20208820266,MUNICIPALIDAD DISTRITAL DE APATA,
1772,20208823443,20208823443,MUNICIPALIDAD DISTRITAL DE SAN LORENZO,
1773,20208828321,20208828321,MUNICIPALIDAD DISTRITAL DE HUACCHIS,
1774,20208828593,20208828593,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE RAJAN,
1775,20209003938,20209003938,MUNICIPALIDAD DISTRITAL DE LANGUI,
1776,20209099510,20209099510,MUNICIPALIDAD DISTRITAL DE LLUSCO,
1777,20209167531,20209167531,MUNICIPALIDAD DISTRITAL DE NESHUYA,
1778,20209175712,20209175712,MUNICIPALIDAD DISTRITAL DE YANQUE,
1779,20209184380,20209184380,MUNICIPALIDAD DISTRITAL DE QUINOTA,
1780,20209184461,20209184461,MUNICIPALIDAD DISTRITAL DE CAICAY,
1781,20209237769,20209237769,MUNICIPALIDAD DISTRITAL DE PION,
1782,20209302846,20209302846,EMPRESA MUNICIPAL DE TRANSPORTE TURISTICO MACHUPICCHU S.A.,
1783,20209306833,20209306833,MUNICIPALIDAD DISTRITAL DE YUNGA,
1784,20209443156,20209443156,MUNICIPALIDAD DISTRITAL DE CHACCHO,
1785,20209488419,20209488419,MUNICIPALIDAD DISTRITAL DE LAYO,
1786,20209526523,20209526523,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PASCO S.A.,
1787,20209528062,20209528062,MUNICIPALIDAD DISTRITAL DE YAULI - JAUJA,
1788,20209556431,20209556431,GOBIERNO REGIONAL DE AREQUIPA - COLEGIO MILITAR FRANCISCO BOLOGNESI,
1789,20209689660,20209689660,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE IRIS,
1790,20209869480,20209869480,MUNICIPALIDAD DISTRITAL DE HUANEC,
1791,20210187759,20210187759,MUNICIPALIDAD DISTRITAL DE UTCO,
1792,20210272781,20210272781,SOCIEDAD DE BENEFICENCIA PUBLICA DE MOTUPE,
1793,20210557432,20210557432,MUNICIPALIDAD DISTRITAL DE MATACOTO,
1794,20210698095,20210698095,MUNICIPALIDAD DISTRITAL DE COCHAMARCA,
1795,20210717731,20210717731,MUNICIPALIDAD DISTRITAL DE CALAMARCA,
1796,20210735390,20210735390,MUNICIPALIDAD DISTRITAL DE TANTAMAYO,
1797,20210743902,20210743902,MUNICIPALIDAD DISTRITAL DE RANRACANCHA,
1798,20210893467,20210893467,MUNICIPALIDAD DISTRITAL DE TANTARICA,
1799,20210911031,20210911031,MUNICIPALIDAD DISTRITAL DE QUICHUAY,
1800,20210937693,20210937693,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE TOLEDO,
1801,20211220253,20211220253,MUNICIPALIDAD DISTRITAL DE TARICA,
1802,20211371545,20211371545,MUNICIPALIDAD DISTRITAL DE OCONA,
1803,20211431971,20211431971,MUNICIPALIDAD DISTRITAL DE ASQUIPATA,
1804,20211432196,20211432196,MUNICIPALIDAD DISTRITAL DE LLAUTA,
1805,20211432277,20211432277,MUNICIPALIDAD DISTRITAL DE OTOCA,
1806,20211448602,20211448602,SOCIEDAD DE BENEFICENCIA PUBLICA DE HUANCABAMBA,
1807,20211492687,20211492687,MUNICIPALIDAD DISTRITAL DE HUASO,
1808,20211559269,20211559269,MUNICIPALIDAD DISTRITAL DE PACHIZA,
1809,20211564181,20211564181,MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,
1810,20211661381,20211661381,MUNICIPALIDAD DISTRITAL DE HUAMBALPA,
1811,20211821095,20211821095,MUNICIPALIDAD DISTRITAL DE AZANGARO,
1812,20211843579,20211843579,MUNICIPALIDAD DISTRITAL DE ARAHUAY,
1813,20211874296,20211874296,MUNICIPALIDAD DISTRITAL DE SOROCHUCO,
1814,20212024954,20212024954,MUNICIPALIDAD DISTRITAL DE ATIQUIPA,
1815,20212025098,20212025098,MUNICIPALIDAD DISTRITAL DE CHALA,
1816,20212025179,20212025179,MUNICIPALIDAD DISTRITAL DE ATICO,
1817,20212174255,20212174255,MUNICIPALIDAD DISTRITAL DE QUITO ARMA,
1818,20212177351,20212177351,MUNICIPALIDAD DISTRITAL DE HUACACHI,
1819,20212195767,20212195767,MUNICIPALIDAD DISTRITAL DE COPORAQUE - CAYLLOMA,
1820,20212196810,20212196810,MUNICIPALIDAD DISTRITAL DE YUNGAR,
1821,20212197204,20212197204,MUNICIPALIDAD DISTRITAL DE COLCABAMBA - HUARAZ,
1822,20212334988,20212334988,EMPRESA DE TRANSMISION ELECTRICA CENTRO NORTE S.A.,
1823,20212440583,20212440583,MUNICIPALIDAD DISTRITAL DE TIQUILLACA,
1824,20212441393,20212441393,MUNICIPALIDAD DISTRITAL DE CONDURIRI,
1825,20212642704,20212642704,MUNICIPALIDAD DISTRITAL DE TAPO,
1826,20212669734,20212669734,MUNICIPALIDAD DISTRITAL DE HUANCASPATA,
1827,20212823831,20212823831,MUNICIPALIDAD DISTRITAL DE MANGAS,
1828,20212824641,20212824641,MUNICIPALIDAD PROVINCIAL DE MARISCAL LUZURIAGA - PISCOBAMBA,
1829,20213017871,20213017871,MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS,
1830,20213227255,20213227255,MUNICIPALIDAD DISTRITAL DE CHICHAS,
1831,20213364759,20213364759,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS,
1832,20213370210,20213370210,MUNICIPALIDAD DISTRITAL DE RANRAHIRCA,
1833,20213376684,20213376684,MUNICIPALIDAD DISTRITAL DE EL MANTARO,
1834,20213726766,20213726766,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS,
1835,20213749031,20213749031,MUNICIPALIDAD DISTRITAL DE CAPELO,
1836,20213758293,20213758293,MUNICIPALIDAD DISTRITAL DE CURGOS,
1837,20213832361,20213832361,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE LUCANAMARCA,
1838,20213882890,20213882890,MUNICIPALIDAD DISTRITAL DE RONDOS,
1839,20213928989,20213928989,MUNICIPALIDAD DISTRITAL DE YANAMA,
1840,20214061474,20214061474,MUNICIPALIDAD DISTRITAL DE MARCAPATA,
1841,20214066352,20214066352,SOCIEDAD DE BENEFICENCIA PUBLICA DE JAUJA,
1842,20214151465,20214151465,MUNICIPALIDAD DISTRITAL DE PISCOYACU,
1843,20214337216,20214337216,SOCIEDAD DE BENEFICENCIA PUBLICA DE SANTIAGO DE CHUCO,
1844,20214364612,20214364612,MUNICIPALIDAD DISTRITAL DE HUACULLANI,
1845,20214365775,20214365775,MUNICIPALIDAD DISTRITAL DE SANTA ROSA MAZOCRUZ - EL COLLAO,
1846,20214366747,20214366747,MUNICIPALIDAD DISTRITAL DE SAN JOSE - AZANGARO,
1847,20214579066,20214579066,MUNICIPALIDAD DISTRITAL DE PUQUINA,
1848,20214702950,20214702950,MUNICIPALIDAD DISTRITAL DE TRES UNIDOS,
1849,20214704499,20214704499,MUNICIPALIDAD DISTRITAL DE CHILCAYOC,
1850,20214704651,20214704651,MUNICIPALIDAD DISTRITAL DE CHALCOS,
1851,20214723108,20214723108,MUNICIPALIDAD DISTRITAL DE COLCA - VICTOR FAJARDO,
1852,20214747384,20214747384,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE RONTOY,
1853,20214750920,20214750920,SOCIEDAD DE BENEFICENCIA PUBLICA DE CARAZ,
1854,20214751730,20214751730,MUNICIPALIDAD DISTRITAL DE TURPAY,
1855,20214751811,20214751811,SOCIEDAD DE BENEFICENCIA PUBLICA DE ABANCAY,
1856,20214752388,20214752388,MUNICIPALIDAD DISTRITAL DE COLCABAMBA - AYMARAES,
1857,20214896118,20214896118,MUNICIPALIDAD DISTRITAL DE CANIS,
1858,20214908817,20214908817,MUNICIPALIDAD DISTRITAL DE CURIBAYA,
1859,20214936519,20214936519,MUNICIPALIDAD DISTRITAL DE COLQUEMARCA,
1860,20215043861,20215043861,MUNICIPALIDAD DISTRITAL DE CONIMA,
1861,20215092306,20215092306,MUNICIPALIDAD DISTRITAL DE TORO,
1862,20215165036,20215165036,MUNICIPALIDAD DISTRITAL DE HUACHAC,
1863,20215275133,20215275133,MUNICIPALIDAD DISTRITAL DE UCUNCHA,
1864,20215430554,20215430554,MUNICIPALIDAD DISTRITAL DE PUERTO BERMUDEZ,
1865,20215446710,20215446710,MUNICIPALIDAD DISTRITAL DE PINRA,
1866,20215446809,20215446809,MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - YAROWILCA,
1867,20215744907,20215744907,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - JAEN,
1868,20215745032,20215745032,MUNICIPALIDAD DISTRITAL DE BELLAVISTA - JAEN,
1869,20216026048,20216026048,MUNICIPALIDAD DISTRITAL DE CHACOCHE,
1870,20216072155,20216072155,ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES,
1871,20216221096,20216221096,MUNICIPALIDAD DISTRITAL DE OCOYO,
1872,20216270208,20216270208,MUNICIPALIDAD DISTRITAL DE HUANCHAY,
1873,20216274459,20216274459,MUNICIPALIDAD DISTRITAL DE COMBAPATA,
1874,20216274530,20216274530,MUNICIPALIDAD DISTRITAL DE PILLPINTO,
1875,20216293593,20216293593,EMPRESA DE GENERACION ELECTRICA DE AREQUIPA S.A. - EGASA,
1876,20216587741,20216587741,MUNICIPALIDAD DISTRITAL DE ACHOMA,
1877,20216644990,20216644990,MUNICIPALIDAD DISTRITAL DE LONGOTEA,
1878,20216645457,20216645457,MUNICIPALIDAD DISTRITAL DE CHADIN,
1879,20217012547,20217012547,SOCIEDAD DE BENEFICENCIA PUBLICA DE MOYOBAMBA,
1880,20217197148,20217197148,MUNICIPALIDAD DISTRITAL DE COLASAY,
1881,20217203997,20217203997,MUNICIPALIDAD DISTRITAL DE COLQUEPATA,
1882,20217254125,20217254125,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - HUAROCHIRI,
1883,20217267618,20217267618,TRIBUNAL CONSTITUCIONAL,
1884,20217807311,20217807311,MUNICIPALIDAD DISTRITAL DE CAMILACA,
1885,20217925194,20217925194,MUNICIPALIDAD DISTRITAL DE MARMOT,
1886,20218049835,20218049835,MUNICIPALIDAD DISTRITAL DE HUANZA,
1887,20218339167,20218339167,EMPRESA DE GENERACION ELECTRICA MACHUPICCHU,
1888,20218480269,20218480269,MUNICIPALIDAD DISTRITAL DE LLUMPA,
1889,20218524819,20218524819,MUNICIPALIDAD DISTRITAL DE TENIENTE CESAR LOPEZ ROJAS,
1890,20218531271,20218531271,MUNICIPALIDAD DISTRITAL DE PACCHA - JAUJA,
1891,20218598774,20218598774,MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA,
1892,20218617311,20218617311,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE ANCHUCAYA,
1893,20218634240,20218634240,MUNICIPALIDAD DISTRITAL DE HUAROCHIRI,
1894,20218691987,20218691987,MUNICIPALIDAD DISTRITAL DE TILALI,
1895,20218710957,20218710957,MUNICIPALIDAD DISTRITAL DE QUERCO,
1896,20218890327,20218890327,MUNICIPALIDAD DISTRITAL DE CAHUACHO,
1897,20218909109,20218909109,MUNICIPALIDAD DISTRITAL DE LUCMA - MARISCAL LUZURIAGA,
1898,20218911189,20218911189,GOBIERNO REGIONAL DE LA LIBERTAD - DIRECCION REGIONAL DE SALUD LA LIBERTAD,
1899,20218921141,20218921141,MUNICIPALIDAD DISTRITAL DE TAURIPAMPA,
1900,20219093358,20219093358,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SALINAS,
1901,20219098236,20219098236,MUNICIPALIDAD DISTRITAL DE LUIS CARRANZA,
1902,20219100311,20219100311,MUNICIPALIDAD DISTRITAL DE PARIAHUANCA - HUANCAYO,
1903,20219316675,20219316675,MUNICIPALIDAD DISTRITAL DE MOLLEBAYA,
1904,20219340894,20219340894,MUNICIPALIDAD DISTRITAL DE PAMPAS - PALLASCA,
1905,20219345004,20219345004,MUNICIPALIDAD DISTRITAL DE PROGRESO,
1906,20219511451,20219511451,MUNICIPALIDAD DISTRITAL DE CHECRAS,
1907,20219601957,20219601957,MUNICIPALIDAD DISTRITAL DE ABELARDO PARDO LAZAMETA,
1908,20219772417,20219772417,MUNICIPALIDAD DISTRITAL DE MARIANO NICOLAS VALCARCEL,
1909,20219775271,20219775271,MUNICIPALIDAD DISTRITAL DE ESTIQUE,
1910,20219775351,20219775351,MUNICIPALIDAD DISTRITAL DE HUANUARA,
1911,20219792795,20219792795,SOCIEDAD DE BENEFICENCIA PUBLICA DE HUAMACHUCO,
1912,20219792876,20219792876,MUNICIPALIDAD DISTRITAL DE SANAGORAN,
1913,20219792957,20219792957,MUNICIPALIDAD DISTRITAL DE CACHICADAN,
1914,20219793252,20219793252,GOBIERNO REGIONAL DE LA LIBERTAD - GERENCIA REGIONAL DE AGRICULTURA,
1915,20219943599,20219943599,MUNICIPALIDAD DISTRITAL DE ACZO,
1916,20219957204,20219957204,MUNICIPALIDAD DISTRITAL DE CAMINACA,
1917,20220310664,20220310664,MUNICIPALIDAD DISTRITAL DE EL PRADO,
1918,20220331581,20220331581,MUNICIPALIDAD DISTRITAL DE TAURIJA,
1919,20220338241,20220338241,MUNICIPALIDAD DISTRITAL DE BELEN - SUCRE,
1920,20220425640,20220425640,MUNICIPALIDAD DISTRITAL DE SINA,
1921,20220499767,20220499767,MUNICIPALIDAD PROVINCIAL DE CHOTA,
1922,20220541801,20220541801,MUNICIPALIDAD DISTRITAL DE BALSAPUERTO,
1923,20220549292,20220549292,MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - CANAS,
1924,20220666418,20220666418,MUNICIPALIDAD DISTRITAL DE TACABAMBA,
1925,20220666507,20220666507,MUNICIPALIDAD DISTRITAL DE LAJAS,
1926,20220666680,20220666680,MUNICIPALIDAD DISTRITAL DE CONCHAN,
1927,20220669603,20220669603,MUNICIPALIDAD DISTRITAL DE ARAMANGO,
1928,20220679234,20220679234,SOCIEDAD DE BENEFICENCIA PUBLICA DE JULI - CHUCUITO,
1929,20220738427,20220738427,MUNICIPALIDAD DISTRITAL DE SANAYCA,
1930,20220805396,20220805396,GOBIERNO REGIONAL DE LA LIBERTAD - COLEGIO MILITAR GRAN MARISCAL RAMON CASTILLA,
1931,20220889042,20220889042,MUNICIPALIDAD DISTRITAL DE VITOR,
1932,20220894399,20220894399,MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE CUTERVO,
1933,20220894470,20220894470,MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LA CAPILLA,
1934,20220894551,20220894551,MUNICIPALIDAD DISTRITAL DE LA RAMADA,
1935,20220897908,20220897908,MUNICIPALIDAD DISTRITAL EL TIGRE,
1936,20220981011,20220981011,MUNICIPALIDAD DISTRITAL DE UCHUMARCA,
1937,20221090498,20221090498,MUNICIPALIDAD DISTRITAL DE GORGOR,
1938,20221092270,20221092270,MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA - CANTA,
1939,20221099100,20221099100,GOBIERNO REGIONAL DE LA LIBERTAD-USE JULCAN,
1940,20221107137,20221107137,GOBIERNO REGIONAL DE PUNO-AGRICULTURA,
1941,20221107307,20221107307,MUNICIPALIDAD DISTRITAL DE COATA,
1942,20221111673,20221111673,MUNICIPALIDAD DISTRITAL DE TIRAPATA,
1943,20221115156,20221115156,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR DE QUIJE,
1944,20221150733,20221150733,MUNICIPALIDAD DISTRITAL DE YARABAMBA,
1945,20221170688,20221170688,GOBIERNO REGIONAL DE LA LIBERTAD-GERENCIA REGIONAL DE TRANSPORTE Y COMUNICACIONES,
1946,20221228511,20221228511,MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA,
1947,20221232039,20221232039,SOCIEDAD DE BENEFICENCIA PUBLICA DE CAMANA,
1948,20221232896,20221232896,SOCIEDAD DE BENEFICENCIA PUBLICA DE CHIVAY,
1949,20221373449,20221373449,GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES CHEPEN,
1950,20221375069,20221375069,MUNICIPALIDAD DISTRITAL DE MACHE,
1951,20221420200,20221420200,MUNICIPALIDAD DISTRITAL DE CAUJUL,
1952,20221421869,20221421869,MUNICIPALIDAD DISTRITAL DE AYO,
1953,20221438249,20221438249,MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA,
1954,20221556365,20221556365,MUNICIPALIDAD DISTRITAL DE APONGO,
1955,20221558902,20221558902,MUNICIPALIDAD DISTRITAL DE COMAS - JUNIN,
1956,20221631677,20221631677,MUNICIPALIDAD DISTRITAL DE HABANA,
1957,20221631910,20221631910,MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI,
1958,20221633882,20221633882,MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO,
1959,20221643926,20221643926,MUNICIPALIDAD DISTRITAL DE CHINCHAYPUCYO,
1960,20221770871,20221770871,MUNICIPALIDAD DISTRITAL DE SALLIQUE,
1961,20221770952,20221770952,MUNICIPALIDAD DISTRITAL DE SAN FELIPE,
1962,20221772220,20221772220,MUNICIPALIDAD DISTRITAL DE MATARA,
1963,20221781211,20221781211,MUNICIPALIDAD DISTRITAL DE CCARHUAYO,
