,CodProSel,CodPip,FacProSel,DesProSel,TipProSel,FecProSel
17373,33834,2333419,COMP. 1. ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Suscripcion de Contrato,PROGRAMADA,28/10/2020
17374,33835,2333419,COMP. 1. ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Actuaciones Preparatorias,ACTUALIZADA,3/08/2020
17375,33836,2333419,COMP. 1. ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Convocatoria,ACTUALIZADA,27/08/2020
17376,33837,2333419,COMP. 1. ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Integracion de Bases,ACTUALIZADA,22/09/2020
17377,33838,2333419,COMP. 1. ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Buena Pro,ACTUALIZADA,6/10/2020
17378,33839,2333419,COMP. 1. ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Suscripcion de Contrato,ACTUALIZADA,5/11/2020
17379,33845,2336765,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,27/07/2020
17380,33846,2336765,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,24/08/2020
17381,33847,2336765,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,20/10/2020
17382,33848,2336765,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,27/10/2020
17383,33849,2336765,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,2/11/2020
17384,33850,2336765,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,9/11/2020
17385,33851,2336765,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,27/11/2020
17386,33852,2336806,SISTEMA DE AGUA POTABLE,Fecha de Buena Pro,PROGRAMADA,23/09/2020
17387,33853,2336806,SISTEMA DE AGUA POTABLE,Fecha de Suscripcion de Contrato,PROGRAMADA,29/09/2020
17388,33854,2336806,SISTEMA DE AGUA POTABLE,Fecha de Convocatoria,PROGRAMADA,30/09/2020
17389,33855,2336806,SISTEMA DE AGUA POTABLE,Fecha de Integracion de Bases,PROGRAMADA,15/10/2020
17390,33856,2336806,SISTEMA DE AGUA POTABLE,Fecha de Buena Pro,ACTUALIZADA,23/09/2020
17391,33857,2336806,SISTEMA DE AGUA POTABLE,Fecha de Suscripcion de Contrato,ACTUALIZADA,29/09/2020
17392,33858,2336806,SISTEMA DE AGUA POTABLE,Fecha de Convocatoria,ACTUALIZADA,30/09/2020
17393,33859,2336806,SISTEMA DE AGUA POTABLE,Fecha de Integracion de Bases,ACTUALIZADA,15/10/2020
17394,33860,2336854,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,2/12/2019
17395,33861,2336854,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,2/12/2019
17396,33862,2336854,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,6/12/2019
17397,33863,2336854,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,17/12/2019
17398,33864,2336854,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,30/12/2019
17399,33865,2336854,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,2/12/2019
17400,33866,2336854,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/12/2019
17401,33867,2336854,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,6/12/2019
17402,33868,2336854,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,17/12/2019
17403,33869,2336854,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,30/12/2019
17404,33870,2336912,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,16/10/2020
17405,33871,2336912,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,28/10/2020
17406,33872,2336912,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,5/11/2020
17407,33873,2336912,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,13/11/2020
17408,33874,2336912,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,2/12/2020
17409,33875,2336912,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,16/10/2020
17410,33876,2336912,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,28/10/2020
17411,33877,2336912,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,5/11/2020
17412,33878,2336912,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,13/11/2020
17413,33879,2336912,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,2/12/2020
17414,33880,2336933,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,14/10/2020
17415,33881,2336933,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,28/10/2020
17416,33882,2336933,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,2/11/2020
17417,33883,2336933,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,6/11/2020
17418,33884,2336933,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,26/11/2020
17419,33885,2336933,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,14/10/2020
17420,33886,2336933,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,27/10/2020
17421,33887,2336933,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
17422,33888,2336933,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,
17423,33889,2336933,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,
17424,33900,2336964,construccion de vereda de concreto,Fecha de Actuaciones Preparatorias,PROGRAMADA,25/09/2018
17425,33901,2336964,construccion de vereda de concreto,Fecha de Convocatoria,PROGRAMADA,4/10/2018
17426,33902,2336964,construccion de vereda de concreto,Fecha de Integracion de Bases,PROGRAMADA,12/10/2018
17427,33903,2336964,construccion de vereda de concreto,Fecha de Buena Pro,PROGRAMADA,19/10/2018
17428,33904,2336964,construccion de vereda de concreto,Fecha de Suscripcion de Contrato,PROGRAMADA,25/10/2018
17429,33905,2336964,construccion de vereda de concreto,Fecha de Actuaciones Preparatorias,ACTUALIZADA,25/09/2018
17430,33906,2336964,construccion de vereda de concreto,Fecha de Convocatoria,ACTUALIZADA,4/10/2018
17431,33907,2336964,construccion de vereda de concreto,Fecha de Integracion de Bases,ACTUALIZADA,12/10/2018
17432,33908,2336964,construccion de vereda de concreto,Fecha de Buena Pro,ACTUALIZADA,19/10/2018
17433,33909,2336964,construccion de vereda de concreto,Fecha de Suscripcion de Contrato,ACTUALIZADA,25/10/2018
17434,33925,2340073,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,21/10/2020
17435,33926,2340073,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,28/10/2020
17436,33927,2340073,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,2/11/2020
17437,33928,2340073,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,20/11/2020
17438,33929,2340073,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,26/10/2020
17439,33930,2340073,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,27/10/2020
17440,33931,2340073,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,2/11/2020
17441,33932,2340073,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,6/11/2020
17442,33933,2340073,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,4/12/2020
17443,33944,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Actuaciones Preparatorias,PROGRAMADA,12/10/2017
17444,33945,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Convocatoria,PROGRAMADA,7/08/2018
17445,33946,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Integracion de Bases,PROGRAMADA,16/08/2018
17446,33947,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Buena Pro,PROGRAMADA,27/08/2018
17447,33948,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Suscripcion de Contrato,PROGRAMADA,2/10/2018
17448,33949,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Actuaciones Preparatorias,ACTUALIZADA,20/10/2017
17449,33950,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Convocatoria,ACTUALIZADA,7/08/2018
17450,33951,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Integracion de Bases,ACTUALIZADA,16/08/2018
17451,33952,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Buena Pro,ACTUALIZADA,27/08/2018
17452,33953,2340089,mejoramiento del puesto de salud de vista hermosa,Fecha de Suscripcion de Contrato,ACTUALIZADA,2/10/2018
17453,33954,2340099,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,13/05/2021
17454,33955,2340099,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,21/05/2021
17455,33956,2340099,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,27/05/2021
17456,33957,2340099,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,28/05/2021
17457,33958,2340099,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,31/05/2021
17458,33959,2340099,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
17459,33960,2340099,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,
17460,33961,2340099,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,
17461,33962,2340099,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
17462,33963,2340099,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,
17463,33964,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Actuaciones Preparatorias,PROGRAMADA,
17464,33965,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Suscripcion de Contrato,PROGRAMADA,
17465,33966,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Integracion de Bases,PROGRAMADA,
17466,33967,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Convocatoria,PROGRAMADA,
17467,33968,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Buena Pro,PROGRAMADA,
17468,33969,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Actuaciones Preparatorias,ACTUALIZADA,29/10/2018
17469,33970,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Integracion de Bases,ACTUALIZADA,5/11/2018
17470,33971,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Convocatoria,ACTUALIZADA,5/11/2018
17471,33972,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Buena Pro,ACTUALIZADA,9/11/2018
17472,33973,2340144,ADECUADO EQUIPAMIENTO Y MOBILIARIO FUNCIONAL,Fecha de Suscripcion de Contrato,ACTUALIZADA,12/11/2018
17473,33974,2340203,EQUIPAMIENTO,Fecha de Actuaciones Preparatorias,PROGRAMADA,10/10/2018
17474,33975,2340203,EQUIPAMIENTO,Fecha de Convocatoria,PROGRAMADA,5/03/2019
17475,33976,2340203,EQUIPAMIENTO,Fecha de Integracion de Bases,PROGRAMADA,23/03/2019
17476,33977,2340203,EQUIPAMIENTO,Fecha de Buena Pro,PROGRAMADA,2/04/2019
17477,33978,2340203,EQUIPAMIENTO,Fecha de Suscripcion de Contrato,PROGRAMADA,22/04/2019
17478,33979,2340203,EQUIPAMIENTO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,10/10/2018
17479,33980,2340203,EQUIPAMIENTO,Fecha de Convocatoria,ACTUALIZADA,8/03/2019
17480,33981,2340203,EQUIPAMIENTO,Fecha de Integracion de Bases,ACTUALIZADA,23/03/2019
17481,33982,2340203,EQUIPAMIENTO,Fecha de Buena Pro,ACTUALIZADA,21/04/2019
17482,33983,2340203,EQUIPAMIENTO,Fecha de Suscripcion de Contrato,ACTUALIZADA,
17483,34002,2344479,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,7/11/2018
17484,34003,2344479,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,21/11/2018
17485,34004,2344479,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,9/12/2018
17486,34005,2344479,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,10/10/2018
17487,34006,2344479,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,30/10/2018
17488,34007,2344479,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,7/11/2018
17489,34008,2344479,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,21/11/2018
17490,34009,2344479,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,9/12/2018
17491,34010,2344510,VEHICULOS,Fecha de Convocatoria,PROGRAMADA,14/03/2019
17492,34011,2344510,VEHICULOS,Fecha de Actuaciones Preparatorias,PROGRAMADA,14/03/2019
17493,34012,2344510,VEHICULOS,Fecha de Integracion de Bases,PROGRAMADA,5/04/2019
17494,34013,2344510,VEHICULOS,Fecha de Buena Pro,PROGRAMADA,16/04/2019
17495,34014,2344510,VEHICULOS,Fecha de Suscripcion de Contrato,PROGRAMADA,30/04/2019
17496,34015,2344510,VEHICULOS,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
17497,34016,2344510,VEHICULOS,Fecha de Buena Pro,ACTUALIZADA,
17498,34017,2344510,VEHICULOS,Fecha de Convocatoria,ACTUALIZADA,
17499,34018,2344510,VEHICULOS,Fecha de Integracion de Bases,ACTUALIZADA,
17500,34019,2344510,VEHICULOS,Fecha de Suscripcion de Contrato,ACTUALIZADA,
17501,34020,2344564,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,20/10/2020
17502,34021,2344564,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,23/10/2020
17503,34022,2344564,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,26/10/2020
17504,34023,2344564,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,16/11/2020
17505,34024,2344564,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,10/12/2020
17506,34025,2344564,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/11/2020
17507,34026,2344564,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,6/11/2020
17508,34027,2344564,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,1/12/2020
17509,34028,2344564,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,14/12/2020
17510,34029,2344564,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,30/12/2020
17511,34050,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/05/2019
17512,34051,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Convocatoria,PROGRAMADA,26/06/2019
17513,34052,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Integracion de Bases,PROGRAMADA,26/06/2019
17514,34053,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Buena Pro,PROGRAMADA,8/07/2019
17515,34054,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Suscripcion de Contrato,PROGRAMADA,26/07/2019
17516,34055,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Integracion de Bases,ACTUALIZADA,
17517,34056,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Buena Pro,ACTUALIZADA,
17518,34057,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Suscripcion de Contrato,ACTUALIZADA,
17519,34058,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Convocatoria,ACTUALIZADA,
17520,34059,2344729,ADECUADA CAPACITACION A LOS DOCENTES.,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
17521,34060,2344755,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,18/10/2019
17522,34061,2344755,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,21/10/2019
17523,34062,2344755,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,15/11/2019
17524,34063,2344755,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,29/11/2019
17525,34064,2344755,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,23/12/2019
17526,34065,2344755,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,18/10/2019
17527,34066,2344755,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,21/10/2019
17528,34067,2344755,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,15/11/2019
17529,34068,2344755,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,29/11/2019
17530,34069,2344755,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,23/12/2019
17531,34070,2344756,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,7/09/2020
17532,34071,2344756,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,8/09/2020
17533,34072,2344756,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,21/09/2020
17534,34073,2344756,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,23/09/2020
17535,34089,2333477,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,1/08/2020
17536,34090,2333477,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/08/2020
17537,34091,2333477,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,11/08/2020
17538,34092,2333477,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,20/08/2020
17539,34093,2333477,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,20/08/2020
17540,34094,2333477,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,3/02/2021
17541,34095,2333477,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,5/02/2021
17542,34096,2333477,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,8/02/2021
17543,34097,2333477,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,10/02/2021
17544,34098,2333477,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,10/02/2021
17545,34119,2333574,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,16/07/2019
17546,34120,2333574,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,25/07/2019
17547,34121,2333574,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,7/08/2019
17548,34122,2333574,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,14/08/2019
17549,34123,2333574,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,22/08/2019
17550,34124,2333574,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,16/09/2019
17551,34125,2333574,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,25/09/2019
17552,34126,2333574,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,7/10/2019
17553,34127,2333574,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,14/10/2019
17554,34128,2333574,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,22/10/2019
17555,34139,2333601,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,29/08/2017
17556,34140,2333601,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,31/10/2017
17557,34141,2333601,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,7/11/2017
17558,34142,2333601,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,1/12/2017
17559,34143,2333601,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,27/12/2017
17560,34144,2333601,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,29/08/2017
17561,34145,2333601,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,31/10/2017
17562,34146,2333601,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,7/11/2017
17563,34147,2333601,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,1/12/2017
17564,34148,2333601,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,27/12/2017
17565,34149,2333603,ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Actuaciones Preparatorias,PROGRAMADA,24/08/2018
17566,34150,2333603,ADECUADA INFRAESTRUCTURA PARA EL TRANSITO VEHICULAR,Fecha de Convocatoria,PROGRAMADA,24/08/2018
17567,34184,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Actuaciones Preparatorias,PROGRAMADA,5/02/2020
17568,34185,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Convocatoria,PROGRAMADA,5/02/2020
17569,34186,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Integracion de Bases,PROGRAMADA,7/08/2020
17570,34187,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Buena Pro,PROGRAMADA,13/08/2020
17571,34188,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Suscripcion de Contrato,PROGRAMADA,9/09/2020
17572,34189,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Convocatoria,ACTUALIZADA,3/08/2020
17573,34190,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Integracion de Bases,ACTUALIZADA,7/08/2020
17574,34191,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Buena Pro,ACTUALIZADA,13/08/2020
17575,34192,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Suscripcion de Contrato,ACTUALIZADA,
17576,34193,2337033,MAYOR PLATAFORMA DE TRANSFERENCIA TECNOLOGICA DE TRANSFORMACION,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
17577,34204,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Convocatoria,PROGRAMADA,4/09/2019
17578,34205,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Actuaciones Preparatorias,PROGRAMADA,4/09/2019
17579,34206,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Integracion de Bases,PROGRAMADA,23/09/2019
17580,34207,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Buena Pro,PROGRAMADA,7/10/2019
17581,34208,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Suscripcion de Contrato,PROGRAMADA,30/10/2019
17582,34209,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Convocatoria,ACTUALIZADA,4/09/2019
17583,34210,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Actuaciones Preparatorias,ACTUALIZADA,4/09/2019
17584,34211,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Integracion de Bases,ACTUALIZADA,23/09/2019
17585,34212,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Buena Pro,ACTUALIZADA,7/10/2019
17586,34213,2337057,ADECUADA INFRAESTRUCTURA PEATONAL,Fecha de Suscripcion de Contrato,ACTUALIZADA,30/10/2019
17587,34218,2340323,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,15/03/2019
17588,34219,2340323,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,19/03/2019
17589,34220,2340323,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,2/04/2019
17590,34221,2340323,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,19/04/2019
17591,34222,2340323,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,25/04/2019
17592,34223,2340323,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,23/09/2019
17593,34224,2340323,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,17/10/2019
17594,34225,2340323,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,25/10/2019
17595,34226,2340323,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,5/11/2019
17596,34227,2340323,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,22/11/2019
17597,34258,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Actuaciones Preparatorias,PROGRAMADA,23/08/2018
17598,34259,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Convocatoria,PROGRAMADA,27/08/2018
17599,34260,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Integracion de Bases,PROGRAMADA,7/09/2018
17600,34261,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Buena Pro,PROGRAMADA,17/09/2018
17601,34262,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Suscripcion de Contrato,PROGRAMADA,27/09/2018
17602,34263,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,23/08/2018
17603,34264,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Convocatoria,ACTUALIZADA,27/08/2018
17604,34265,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Integracion de Bases,ACTUALIZADA,7/09/2018
17605,34266,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Buena Pro,ACTUALIZADA,17/09/2018
17606,34267,2340455,CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO,Fecha de Suscripcion de Contrato,ACTUALIZADA,27/09/2018
