,CodPro,CodCta,NomPro,PaisPro,DepPro,ProvPro,DisPro,RegPro
19190,20502553012,20502553012,MARMOLES ACABADOS GENERALES EIRL,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
19191,20502562194,20502562194,ESTUD. MONROY ABOGADOS SOC. CIVIL DE RESP. LIMITADA,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19192,20502562356,20502562356,V'13 S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
19193,20502585216,20502585216,LANYARD S.A.C.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Bienes
19194,20502612710,20502612710,LEON CONTRATISTAS GENERALES S.A.C.,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Bienes
19195,20502616201,20502616201,AUTOSERVICIOS UNTIVEROS S.A.C.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
19196,20502626931,20502626931,ABAMEDIC S.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19197,20502630378,20502630378,VID AGRO S.A.C.,PERU,LIMA,LIMA,ATE,Proveedor de Servicios
19198,20502637038,20502637038,CENTRO SOCIAL CONCEPCION,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Servicios
19199,20502647009,20502647009,AGRONEGOCIOS GENESIS S.A.C.,PERU,LIMA,LIMA,ATE,Proveedor de Bienes
19200,20502657225,20502657225,MYL COMUNICACIONES S.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19201,20502684206,20502684206,RADIONCOTERAPIA SAC,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Bienes
19202,20502687647,20502687647,TECHNOLOGY LEADER S.A.C.,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
19203,20502699491,20502699491,ALIMENTOS PROCESADOS FRESCOS Y CONGELADOS S.A.C.,PERU,LIMA,LIMA,CHORRILLOS,Proveedor de Servicios
19204,20502705301,20502705301,A.G.D. NEGOCIACIONES Y REPRESENTACIONES S.A.C.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
19205,20502707770,20502707770,CENTRO NAVAL DEL PERU,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
19206,20502717651,20502717651,SANTA FE ORTOPEDIA S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19207,20502719948,20502719948,CONVEXUS COMUNICACIONES REDES Y SISTEMAS S.A.C.,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Bienes
19208,20502723546,20502723546,THE FESH ALPINE S.A.C.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Servicios
19209,20502739540,20502739540,PRODUCTOS YULI DEL PERU S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19210,20502742338,20502742338,INVERSIONES INDUSTRIALES MAFREY S.R.L.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
19211,20502753615,20502753615,PRODUCTOS VANSS S.A.C.,PERU,LIMA,LIMA,PUENTE PIEDRA,Proveedor de Servicios
19212,20502764811,20502764811,SERVICIO DE APOYO DIAGNOSTICO Y TERAPEUTICO SAN MIGUEL S.A.C.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Servicios
19213,20502790731,20502790731,BARRON VIEYRA INTERNATIONAL PERU S.A.C.,PERU,LIMA,LIMA,CHORRILLOS,Proveedor de Servicios
19214,20502797230,20502797230,DIVEIMPORT S.A.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
19215,20502799283,20502799283,RAFAEL DAVILA PEREZ E.I.R.L.,PERU,LIMA,LIMA,LINCE,Proveedor de Bienes
19216,20502800125,20502800125,INFORMATION TECHNOLOGY BUSSINESS S.A.C.,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Bienes
19217,20502800397,20502800397,ECHE INGENIEROS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19218,20502804384,20502804384,ESTUDIO PAITAN & ASOCIADOS S. CIVIL R. LTDA.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
19219,20502811674,20502811674,MEDINET S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19220,20502828216,20502828216,DISPENSERS & WATER SUPPLY SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Servicios
19221,20502853750,20502853750,COVIDIEN PERU S.A.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19222,20502872975,20502872975,GRACIEL INVERSIONES S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
19223,20502891767,20502891767,IMPORTADORA Y DISTRIBUIDORA ZURECE SAC,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19224,20502896211,20502896211,DISTRIBUIDORA MEDICA TECNOLOGICA S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19225,20502903951,20502903951,KINKO'S IMPRESORES S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19226,20502919793,20502919793,J.B. GRAFIC E.I.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19227,20502926731,20502926731,COMPANIIA MONTERRICO DE MOVILIDAD Y MENSAJERIA S.A.C.,PERU,LIMA,LIMA,LINCE,Proveedor de Servicios
19228,20502942183,20502942183,PROMOTORA DE VIVIENDA MAS TECHO S.A.,PERU,LIMA,LIMA,LINCE,Proveedor de Servicios
19229,20502980603,20502980603,W & R EFICIENCIA DE SERVICIOS SAC,PERU,LIMA,LIMA,INDEPENDENCIA,Proveedor de Bienes
19230,20502995465,20502995465,OMMIANAVAL E.I.R.L.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,LA PERLA,Proveedor de Bienes
19231,20503005957,20503005957,CENTRO ESPECIALIZADO DE ENFERMEDADES RENALES S.A.C,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
19232,20503009782,20503009782,CLEAN TECHNOLOGY S.A.C.,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Bienes
19233,20503016649,20503016649,VILLA INGENIEROS E.I.R.L,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Servicios
19234,20503028655,20503028655,TECNICA Y PROYECTOS S.A SUCURSAL DEL PERU,ESPANIA,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19235,20503039347,20503039347,CONSOL.SUPPLY MANAG.SERV. LOG. PERU S.A.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Servicios
19236,20503062756,20503062756,RIVERCON. COM S.A.C,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
19237,20503077940,20503077940,BRYAN DELGADO S.A.C.,PERU,LIMA,LIMA,RIMAC,Proveedor de Servicios
19238,20503100356,20503100356,CONSTRUCTORA TINCO CONTRATISTAS GENERALES S.R.L.,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Proveedor de Servicios
19239,20503104343,20503104343,BLACK BOX CORP S.A.C,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Servicios
19240,20503105315,20503105315,G.N.A. MEDICA E.I.R.L.,PERU,LIMA,LIMA,LURIN,Proveedor de Bienes
19241,20503127718,20503127718,BLESOLA IMPORT EXPORT S.A.C.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Servicios
19242,20503141389,20503141389,ELECTRO FERRO CENTRO S.A.C. - EFC SAC,PERU,LIMA,LIMA,SURQUILLO,Proveedor de Servicios
19243,20503178380,20503178380,DROGUERIA IMPORTADORA AMBEL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Servicios
19244,20503179602,20503179602,NEW MAZ SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Servicios
19245,20503271592,20503271592,AQUARIUS CONSULTING S.A.C.,PERU,LIMA,LIMA,ATE,Proveedor de Servicios
19246,20503300525,20503300525,VITALIS PERU SAC,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19247,20503302650,20503302650,PCR SERVICIOS GENERALES E.I.R.L.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19248,20503307961,20503307961,TAROSO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PERU,LIMA,LIMA,COMAS,Proveedor de Bienes
19249,20503361664,20503361664,INDUSTRIA GRAFICA MACOLE S.C.R.LTDA.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19250,20503362121,20503362121,H Y HE CONTRATISTAS GENERALES S.A.C.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
19251,20503382319,20503382319,LUCEAL INGENIEROS E.I.R.L.,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Servicios
19252,20503382742,20503382742,LA LLAVE S.A.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19253,20503405629,20503405629,INVERSIONES AMPSOES SA,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Bienes
19254,20503407753,20503407753,NEGOCIOS Y SERVICIOS EL BUEN PALADAR SAC,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Bienes
19255,20503414377,20503414377,VEPER SERVICE E.I.R.L.,PERU,LIMA,LIMA,LIMA,Ejecutor de Obras
19256,20503423287,20503423287,CENTELSA PERU S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19257,20503464129,20503464129,CORIEX DS S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19258,20503471681,20503471681,REPRESENTACIONES COAST SRL,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
19259,20503481996,20503481996,JVR ABOGADOS S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19260,20503486955,20503486955,CENTRO MEDICO CAMINOS DEL INCA S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
19261,20503493579,20503493579,CERNA ORTEGA CONTRATISTAS GENERALES SAC,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Bienes
19262,20503497728,20503497728,CORPORACION DAMAR S.A.C.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Bienes
19263,20503498457,20503498457,BIOMAXIM S.R.L.,PERU,LIMA,LIMA,LINCE,Proveedor de Servicios
19264,20503563887,20503563887,CENTRO DE DIALISIS SAN IGNACIO DE LOYOLA S.A.C.,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Servicios
19265,20503594171,20503594171,DOMINIOTECH SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LINCE,Proveedor de Servicios
19266,20503595061,20503595061,CONSTRUCCIONES AMAZONAS E.I.R.L.,PERU,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,Ejecutor de Obras
19267,20503610711,20503610711,TARIS S.A.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19268,20503620350,20503620350,CUNADO PERU S.A.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
19269,20503623961,20503623961,REPRESENTACIONES TYG SAC.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,Proveedor de Bienes
19270,20503650186,20503650186,SPECTRUM INGENIEROS SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Servicios
19271,20503655811,20503655811,COMERCIALIZADORA NICOLE ALEXANDRA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,PERU,LIMA,LIMA,RIMAC,Proveedor de Servicios
19272,20503662869,20503662869,TAGUMEDICA S.A.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19273,20503671698,20503671698,ITEE INSTALACIONES ELECTROMECANICAS E.I.R.L.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
19274,20503701864,20503701864,TECNOLOGIA PROYECTOS TERMICOS ELECTRO MECANICOS S.R.L.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
19275,20503707048,20503707048,DOMINIOS TURISTICOS SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Bienes
19276,20503722519,20503722519,ASCENSORES VEA S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19277,20503729521,20503729521,C.V. CONSTRUCCIONES GENERALES S.A.C.,PERU,LIMA,LIMA,COMAS,Ejecutor de Obras
19278,20503747341,20503747341,DANI MED IMPORT SAC,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19279,20503753406,20503753406,TOPSALE S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19280,20503758114,20503758114,GAS NATURAL DE LIMA Y CALLAO S.A.,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Bienes
19281,20503783224,20503783224,ITC INTERNATIONAL TECHNICAL CONSULTANTS S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
19282,20503794692,20503794692,NORDIC PHARMACEUTICAL COMPANY S.A.C,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
19283,20503801222,20503801222,REPRESENTACIONES PACIFIC E.I.R.L.,PERU,LIMA,LIMA,SANTA ANITA,Proveedor de Bienes
19284,20503813239,20503813239,CENTRO MEDICO SANTA ADELA S.A.C.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Servicios
19285,20503816688,20503816688,RISMED S.A.C,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19286,20503816921,20503816921,INGENIERIA QUIMICA LABORATORIOS S.R.L.,PERU,LIMA,LIMA,PUENTE PIEDRA,Proveedor de Bienes
19287,20503839033,20503839033,MAESTRANZA DEL PACIFICO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19288,20503840121,20503840121,REPSOL COMERCIAL SAC,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
19289,20503842689,20503842689,CORPORACION INDUSTRIAL INDEPENDENCIA SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,ATE,Proveedor de Servicios
19290,20503850517,20503850517,QUIMICA KAZVEL SOCIEDAD ANONIMA CERRADA - QUIMICA KAZVEL S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Bienes
19291,20503879256,20503879256,PLASTICOS TECNICOS NIJS S.A.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
19292,20503887780,20503887780,KAMAGE CONTRATISTAS GENERALES S.R.L,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Bienes
19293,20503891035,20503891035,MUNDO LATINO COMERCIAL SOCIEDAD ANONIMA,PERU,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Proveedor de Servicios
19294,20503900395,20503900395,SERVICIOS GENERALES JHAN MARCO E.I.R.L.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
19295,20503902410,20503902410,T Y T INGENIEROS S.R.LTDA.,PERU,LIMA,LIMA,LINCE,Ejecutor de Obras
19296,20503919908,20503919908,ESTERILIZA SOCIEDAD ANONIMA,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Bienes
19297,20503923689,20503923689,GLOBAL TOOLS S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19298,20503953839,20503953839,SCHREDER PERU S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
19299,20503963559,20503963559,M+S TTM S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
19300,20503965179,20503965179,INVERSIONES CONSTRUMARZ E.I.R.L.,PERU,LIMA,LIMA,ATE,Proveedor de Servicios
19301,20503980216,20503980216,ADECCO CONSULTING S.A.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
19302,20504002803,20504002803,STASOIL SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Bienes
19303,20504021182,20504021182,121 RELATIONSHIP MARKETING S.A,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19304,20504028781,20504028781,NETWORKS AND SYSTEMS CONSULTORIA EN INFORMATICA SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
19305,20504032036,20504032036,ASCENSORES AMERICA SAC,PERU,LIMA,LIMA,JESUS MARIA,Proveedor de Bienes
19306,20504034675,20504034675,PSP DEL PERU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Bienes
19307,20504039120,20504039120,EULEN DEL PERU DE SERVICIOS COMPLEMENTARIOS S.A.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Servicios
19308,20504046177,20504046177,ENVIRONMENT & QUALITY SOLUTIONS S.A.C.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
19309,20504074464,20504074464,EULEN DEL PERU DE SERVICIOS GENERALES S.A.,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Servicios
19310,20504086390,20504086390,PROMEDON S.A.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
19311,20504088503,20504088503,FERRETERIA PLASTICOS Y SERVICIOS SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19312,20504109195,20504109195,MASILJO PERU SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Proveedor de Bienes
19313,20504115594,20504115594,J & A DISEGE S.R.L,PERU,HUANCAVELICA,HUANCAVELICA,ASCENCION,Proveedor de Servicios
19314,20504116051,20504116051,CORPORACION ZANHER EIRL,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Ejecutor de Obras
19315,20504120750,20504120750,ARMO TRADING E.I.R.L.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Ejecutor de Obras
19316,20504131875,20504131875,MTV PERU E.I.R.L.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Consultor de Obras
19317,20504138292,20504138292,HYDREX INGENIEROS S.A.C.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
19318,20504194796,20504194796,CONTROL UNION PERU SAC,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19319,20504197035,20504197035,PERUVIAN AGENCY OF COOPERATION (PERAC),PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
19320,20504201326,20504201326,NETCORPERU S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
19321,20504203531,20504203531,CORPORACION INDUSTAGRI S.A.C.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
19322,20504218130,20504218130,CONSTRUCTORA G+G S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Consultor de Obras
19323,20504221947,20504221947,SMECS CONSULTORES MARITIMOS S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19324,20504224377,20504224377,C Y P INVERSIONES Y SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Bienes
19325,20504242863,20504242863,OSMO SERVICE EIRL,PERU,LIMA,LIMA,SAN BORJA,Proveedor de Servicios
19326,20504245374,20504245374,GEOMATIC INSTRUMENTS CORPORATION S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
19327,20504298061,20504298061,ABC TECNICA COMERCIAL S.R.L.,PERU,LIMA,LIMA,SURQUILLO,Proveedor de Servicios
19328,20504310613,20504310613,VG REPRESENTACIONES Y SERVICIOS GENERALES S.A.C.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
19329,20504312403,20504312403,NIPRO MEDICAL CORPORATION SUCURSAL DEL PERU,JAPON,LIMA,LIMA,LIMA,Proveedor de Servicios
19330,20504329802,20504329802,MYSTIC ROSSE SA,PERU,LIMA,LIMA,LINCE,Proveedor de Bienes
19331,20504330720,20504330720,EDITORIAL VICENS VIVES PERU SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,MAGDALENA DEL MAR,Proveedor de Bienes
19332,20504332421,20504332421,REPRESENTACIONES Y SOLUCIONES S.A.C.,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19333,20504342817,20504342817,NOVINSA COMERCIAL S.A. NOVINSA,PERU,LIMA,LIMA,BRENIA,Proveedor de Bienes
19334,20504355633,20504355633,INVERSIONES TOMAS S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
19335,20504362338,20504362338,CABINA LIBRE S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19336,20504372210,20504372210,CITUS SERVICE S.A.C.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
19337,20504389295,20504389295,AQUAMATQUIM S.A.,PERU,LIMA,LIMA,CHACLACAYO,Proveedor de Servicios
19338,20504389881,20504389881,JEPASH SERVICIOS GENERALES E.I.R.L.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Bienes
19339,20504389961,20504389961,SERVICIOS MULTIPLES INTEGRALES CORPORATIVOS S.A.C.,PERU,LIMA,LIMA,SAN MARTIN DE PORRES,Proveedor de Servicios
19340,20504398871,20504398871,L.A. INVERSIONES S.A.C.,PERU,LIMA,LIMA,SANTA ANITA,Proveedor de Servicios
19341,20504400876,20504400876,CONSTRUCCIONES Y EQUIPAMIENTOS S.A.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
19342,20504406564,20504406564,ECOLOGIA Y CIENCIA SRL,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19343,20504418732,20504418732,SPEEDNET TELECOMMUNICATIONS S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
19344,20504431160,20504431160,RFJ COMUNICACIONES S.A.C.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
19345,20504451276,20504451276,COSASING S.R.L.,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Bienes
19346,20504454968,20504454968,MOTYREP S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Servicios
19347,20504458521,20504458521,BIONOVA S.A.C.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Bienes
19348,20504460429,20504460429,SPORTFISHING PERU S.A.C.                                                                            ,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19349,20504461743,20504461743,MALETEK PERU S.A.C,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19350,20504511783,20504511783,CALZADOS ESCALWIL S.R.L.,PERU,LIMA,LIMA,VILLA EL SALVADOR,Proveedor de Bienes
19351,20504540023,20504540023,TADUP S.A.C.,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,Proveedor de Bienes
19352,20504541267,20504541267,1 TO 1 S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19353,20504550177,20504550177,INGENIERIA E INVERSIONES SARAVIA E.I.R.L.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Servicios
19354,20504552463,20504552463,ANJECI IMPORTACIONES Y DISTRIBUCIONES S.R.L.,PERU,LIMA,LIMA,SAN MIGUEL,Proveedor de Servicios
19355,20504556612,20504556612,JKS CONSULTORIA Y SERVICIOS S.A.C.,PERU,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,CALLAO,Proveedor de Servicios
19356,20504565522,20504565522,HIGH SERVICE INTERNATIONAL S.A.C.,PERU,LIMA,LIMA,MIRAFLORES,Proveedor de Bienes
19357,20504572146,20504572146,GESTION & ENERGIA SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Servicios
19358,20504575919,20504575919,IMPORTACIONES ALPES PERU SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,LOS OLIVOS,Proveedor de Servicios
19359,20504593224,20504593224,PRESS OFF GRAPHICS E.I.R.L.,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Servicios
19360,20504597301,20504597301,PELEON S.R.L.,PERU,LIMA,LIMA,ATE,Proveedor de Servicios
19361,20504598960,20504598960,STANDARD 10 S.A.,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
19362,20504629199,20504629199,ERNST & YOUNG ASESORES S.CIVIL DE R. L.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19363,20504638422,20504638422,TERMODINAMICA SOCIEDAD ANONIMA,PERU,LIMA,LIMA,LIMA,Proveedor de Servicios
19364,20504644074,20504644074,EECOL ELECTRIC PERU S.A.C.,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Ejecutor de Obras
19365,20504645046,20504645046,RED DE ENERGIA DEL PERU SA,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
19366,20504645984,20504645984,"PAREDES, BURGA & ASOCIADOS S. CIVIL DE R.L.",PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Servicios
19367,20504649386,20504649386,INVERSIONES SOL DE HUAYCAN S.A.,PERU,LIMA,LIMA,LURIGANCHO,Proveedor de Bienes
19368,20504653065,20504653065,RCP LABORATORIOS E.I.R.L.,PERU,LIMA,LIMA,LURIGANCHO,Proveedor de Servicios
19369,20504674658,20504674658,ACCESORIOS ELECTRICOS DE NUEVA TECNOLOGIA E INDUSTRIAS ELECTRONICAS SRL,PERU,LIMA,LIMA,LIMA,Proveedor de Bienes
19370,20504684025,20504684025,REPRESENTACIONES UNIMPORT SRL,PERU,LIMA,LIMA,SURQUILLO,Proveedor de Bienes
19371,20504684378,20504684378,GUTICELLI SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,PERU,LIMA,LIMA,LA VICTORIA,Proveedor de Bienes
19372,20504688365,20504688365,INVERSIONES QUINAVAL SOCIEDAD ANONIMA CERRADA,PERU,LIMA,LIMA,CHORRILLOS,Ejecutor de Obras
19373,20504691749,20504691749,SUMELPE S.A.C.,PERU,LIMA,LIMA,BRENIA,Proveedor de Bienes
19374,20504709117,20504709117,CONSTRUCTORA LUCERITO S.R.L.,PERU,LIMA,LIMA,LOS OLIVOS,Ejecutor de Obras
19375,20504714382,20504714382,G & S GESTION Y SISTEMAS S.A.C.,PERU,LIMA,LIMA,SAN ISIDRO,Proveedor de Bienes
19376,20504734227,20504734227,VILSOL SAC,PERU,LIMA,LIMA,LA MOLINA,Proveedor de Servicios
19377,20504741789,20504741789,MB REPRESENTACIONES Y SERVICIOS EIRL.,PERU,LIMA,LIMA,LOS OLIVOS,Consultor de Obras
19378,20504747981,20504747981,BELLTECH PERU SAC,PERU,LIMA,LIMA,SANTIAGO DE SURCO,Proveedor de Bienes
19379,20504753795,20504753795,INGENIEROS FRIOTEMP S.A.C.,PERU,LIMA,LIMA,PUEBLO LIBRE,Proveedor de Bienes
19380,20504757782,20504757782,DISTRIBUIDORA PREMIUM S.A.,PERU,LIMA,LIMA,SURQUILLO,Proveedor de Servicios
