,CodItem,DesCubItem
13910,312841,PINZA TIPO TIJERA PARA SELLAR VASOS HASTA 7 mm DESCARTABLE
13911,312880,CANULA ENDOLUMINAL (STENT) CORONARIA DE METAL MEDICADA 2.5 mm X 20 mm
13912,312882,CATETER VENOSO CENTRAL DOBLE LUMEN 7 FR X 8 cm
13913,312896,CATETER BALON PARA ANGIOPLASTIA CORONARIA 2.5 mm X 20 mm
13914,312897,CATETER BALON PARA ANGIOPLASTIA CORONARIA 3.0 mm X 20 mm
13915,312899,CATETER BALON PARA ANGIOPLASTIA CORONARIA 4 mm X 20 mm
13916,313094,TERMOMETRO DIGITAL PATRON CON SENSOR DE PLATINO PARA CALIBRACION DE TERMOMETROS
13917,313096,SERVICIO DE INSPECCION DE SOLDADURA CON RAYOS X
13918,313099,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA DE AISLADORES Y TRANSFORMADORES
13919,313276,TABLERO DE CONTROL ELECTRICO MONOFASICO DE 12 POLOS
13920,313282,ELECTROBOMBA DE 2.5 HP
13921,313283,ESCALERA TELESCOPICA DE ALUMINIO DE 36 PASOS
13922,313288,TANQUE CILINDRICO RIGIDO DE FIBRA DE VIDRIO DE 300 L
13923,313289,BOTE DE FIBRA DE VIDRIO A MOTOR
13924,313294,MANGUERA DE BAJA PRESION DE CAUCHO DE 3/8 in
13925,313297,SERVICIO DE CALIBRACION PARA CALIBRADOR DE MEDIDORES DE FLUJO
13926,313302,SERVICIO DE MANTENIMIENTO DE BUTACAS
13927,313303,SERVICIO DE MANTENIMIENTO DE CONTENEDOR VIVIENDA/MULTIPROPOSITO
13928,313306,SERVICIO DE ALQUILER DE EQUIPOS DE AUDIO
13929,313330,SACO DE ARPILLERA DE 1.5 m X 2.5 m
13930,313332,SACO DE ARPILLERA DE 85 cm X 1.7 m
13931,313340,CAMISETA DE POLIESTER MANGA CORTA CUELLO CAMISERO PARA CABALLERO
13932,313348,SERVICIO DE PROCESAMIENTO Y ANALISIS DE INFORMACION ECONOMICA PARA FORMULACION DE PROYECTO
13933,313351,SERVICIO DE SEGUIMIENTO Y MONITOREO A PROYECTOS PARA EL SECTOR DESARROLLO PRODUCTIVO
13934,313358,SERVICIO DE PLANEAMIENTO Y COORDINACION DE EVENTOS
13935,313361,SERVICIO DE VERIFICACION DE PREDIOS
13936,313368,SERVICIO DE REDACCION Y EDICION DE TEXTOS
13937,313369,SERVICIO DE DISENO GRAFICO DE PUBLICACIONES FISICAS Y VIRTUALES
13938,313376,SERVICIO DE SECUENCIAMIENTO GENETICO
13939,313380,SERVICIO ESPECIALIZADO EN NORMATIVIDAD TECNICA SOBRE PROCEDIMIENTOS ADMINISTRATIVOS
13940,313397,VALE DE CONSUMO PARA UTILES ESCOLARES
13941,313420,SERVICIOS ESPECIALIZADOS EN ANALISIS AMBIENTAL
13942,313421,SERVICIO DE PROSPECCION Y EVALUACION DE MACROALGAS
13943,313425,SERVICIO DE ELABORACION DE PROGRAMA CURRICULAR PARA VIGILANCIA Y PATRULLAJE
13944,313430,SERVICIO DE PLANIFICACION Y ANALISIS PARA PROCESOS OPERACIONALES
13945,313431,SERVICIO ESPECIALIZADO EN CONTROL PATRIMONIAL
13946,313432,SERVICIO ESPECIALIZADO EN TEMAS DE LUCHA CONTRA LA CORRUPCION
13947,313437,SERVICIO ESPECIALIZADO EN MATERIA LABORAL DE RECURSOS HUMANOS
13948,313461,VIDEO CAMARA PARA COMPUTADORA DE 1080 X 720 PIXELES
13949,313469,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE CORREO ELECTRONICO
13950,313470,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE SISTEMA OPERATIVO
13951,313471,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE SISTEMA OPERATIVO
13952,313472,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE GESTION DE TECNOLOGIAS DE INFORMACION
13953,313473,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE DISENO GRAFICO
13954,313474,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE GESTION DE INVENTARIO TECNOLOGICO
13955,313475,SERVICIO DE SOPORTE Y MANTENIMIENTO DE VIRTUALIZACION
13956,313476,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE VIRTUALIZACION
13957,313477,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE MOTOR DE BASE DE DATOS
13958,313478,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE SEGURIDAD INFORMATICA
13959,313479,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE DE MOTOR DE BASE DE DATOS PARA SERVIDOR
13960,313751,DISCO DE CORTE PARA MADERA DE 4 in X 1mm
13961,313821,LEVOFLOXACINO MAYOR A 98% HPLC X 10 g
13962,313830,CATETER BALON DE BAJO PERFIL 4 mm X 2 cm DE 4 FR X 80 cm PARA GASTROSTOMIA
13963,313970,MANOMETRO DIGITAL
13964,313974,"SERVICIO DE ELABORACION DE BASE DE DATOS, DIGITALIZACION Y ARCHIVO DE DOCUMENTOS"
13965,313993,FILTRO DE AIRE ACONDICIONADO DOMESTICO DE 20 in X 20 in X 4 in
13966,314000,AISLANTE TERMICO DE POLIURETANO 1/2 in X 1/2 in X 2 m APROX. RANGO 620 C A 1400 C
13967,314004,GEOMEMBRANA DE PVC DE 1.50 mm
13968,314005,GEOMEMBRANA DE PVC DE 2.00 mm
13969,314020,REFRIGERADORA CONGELADOR FOTOVOLTAICO VERTICAL DE +0 C A 13 C X 620 L APROX. PARA  MUESTRAS DE LABORATORIO
13970,314029,ACEITE DE AJONJOLI X 100 mL APROX.
13971,314031,HOJUELA DE AVENA CON QUINUA
13972,314045,"ALIMENTO INFANTIL INSTANTANEO EN POLVO A BASE DE LECHE CON CEREALES: ARROZ, QUINUA, MAIZ Y FORTIFICADO CON VITAMINAS Y MINERALES PARA PREVENIR LA ANEMIA Y DESNUTRICION CRONICA"
13973,314055,BRAZO ARTICULADO DE ALUMINIO PARA MONITOR MULTIPARAMETROS
13974,314069,RETRACTOR DE HERIDAS DESCARTABLE FLEXIBLE TALLA XS
13975,314070,CUCHILLA DE VITRECTOMIA CAMARA ANTERIOR PARA FACOEMULSIFICADOR
13976,314074,FERULA DE ALUMINIO MALEABLE 4 1/4 in X 9 in
13977,314104,CABEZAL PARA EQUIPO DE RAYOS X DENTAL
13978,314121,CARDIODESFIBRILADOR IMPLANTABLE
13979,314124,GUIA PARA ANGIOPLASTIA 0.014 in X 300 cm
13980,314143,CARPA DE LONA DE 2.4 m X 3 m X 3 m
13981,314145,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES
13982,314157,ALIMENTO BALANCEADO PARA OVINOS
13983,314173,BUPROPION 300 mg TAB
13984,314177,BURETA DE VIDRIO BOROSILICATO CLASE A CERO AUTOMATICO LLAVE DE PTFE 50 mL CON FRASCO DE VIDRIO
13985,314210,CATETER BALON DE BAJO PERFIL 10 mm X 2 cm DE 4 FR X 80 cm
13986,314216,CATETER BALON EXTRACTOR DE CALCULOS BILIARES TRIPLE LUMEN 9 mm - 13 mm - 16 mm X 200 cm
13987,314238,CATETER PERCUTANEO CON INTRODUCTOR 2 FR 1 LUMEN X 30 cm
13988,314239,CATETER PERCUTANEO CON INTRODUCTOR 2 FR 2 LUMEN X 30 cm
13989,314276,JERINGA REMOVEDORA DE COAGULOS PARA ANALIZADOR DE GASES ARTERIALES
13990,314277,EQUIPO DE RAYOS X RODABLE CON ARCO EN C 3D PARA RADIOGRAFIA
13991,314284,SUERO ANTIOFIDICO POLIVALENTE INY
13992,314285,VACUNA CONTRA LA INFLUENZA (ANTIGENO TIPO A (H1N1 + H3N2) + ANTIGENO TIPO B) INY 20 DOSIS PEDIATRICO
13993,314286,PARICALCITOL 5 µg/mL INY 1 mL
13994,314305,"SERVICIO DE SEGUIMIENTO, ESCANEO Y ARCHIVO DE DOCUMENTACION"
13995,314307,SERVICIO DE AUDITORIA FINANCIERA Y PRESUPUESTARIA
13996,314318,SERVICIO DE ENTRENAMIENTO PARA BRIGADAS FRENTE A EMERGENCIAS Y DESASTRES
13997,314333,PLANCHA DE ACERO CON ALUZINC ONDULADA DE 3600 mm X 1100 mm X 0.40 mm
13998,314334,PLANCHA DE ACERO CON ALUZINC ONDULADA DE 4000 mm X 1100 mm X 0.40 mm
13999,314354,POSTE DE MADERA EUCALIPTO DE 2 in X 7 ft
14000,314355,POSTE DE MADERA EUCALIPTO DE 3 in X 8 ft
14001,314357,POSTE DE MADERA EUCALIPTO DE 6 in X 7 ft
14002,314391,VIDRIO SIMPLE DE 8 mm
14003,314429,VIDRIO LAMINADO DE 8 mm
14004,314571,EQUIPO NEBULIZADOR MULTIPLE
14005,314595,GRAPADORA QUIRURGICA LINEAL CORTANTE X 60 mm
14006,314649,MEDIDOR DIGITAL DE RADIACIONES NO IONIZANTES DE ALTA FRECUENCIA
14007,314672,MULTIMETRO DIGITAL 1000 V 0.1 A 100 Khz
14008,314702,OSCILOSCOPIO DIGITAL A COLOR DE 200 MHZ
14009,314798,SERVICIO DE ORGANIZACION DE SEMINARIOS
14010,314807,PUNTA DE ASPIRACION CORTA RECTA DE 1.1 mm PRECISION PARA ASPIRADOR ULTRASONICO
14011,314812,PURIFICADOR DE AGUA ULTRA PURA A PARTIR DE AGUA DESTILADA 1.5 L/min
14012,314995,CONSULTORIA PARA ELABORACION DE DIAGNOSTICO DE CONTENIDO DE PORTAL WEB
14013,314998,"CONSULTORIA PARA DISENO ARQUITECTONICO, EVALUACION DE RIESGO Y VULNERABILIDAD DE INFRAESTRUCTURA"
14014,315022,LIBRETA ECOLOGICA IMPRESA TAMANO A6 X 50 HOJAS
14015,315032,DISCO DURO INTERNO SATA 600 GB
14016,315041,MEMORIA RAM 64 GB PARA SERVIDOR
14017,315050,EQUIPO DE SONIDO DE 2500 W
14018,315051,EQUIPO DE SONIDO DE 1500 W
14019,315053,PARLANTE DE 800 W SOBWOOFER HD
14020,315058,SISTEMA DE PROTECCION Y SEGURIDAD PARA RED - FIREWALL 10 GBPS
14021,315079,CONSULTORIA DE AUDITORIA DE SISTEMA DE GESTION DE SEGURIDAD DE LA INFORMACION
14022,315123,ACEITE SAE 50W
14023,315133,SERVICIO DE ASESORIA EN DERECHO PROCESAL TRIBUTARIO
14024,315134,SERVICIO DE ASESORIA EN DERECHO TRIBUTARIO
14025,315135,SERVICIO DE ASESORIA EN ELABORACION DE LA TABLA DE INDICADORES Y METAS
14026,315137,SERVICIO DE ASESORIA EN ESTRATEGIAS DE MANEJO DE REDES DE COMUNICACION DIGITAL
14027,315138,SERVICIO DE ASESORIA EN INSPECCIONES TECNICAS DE SEGURIDAD EN EDIFICACIONES
14028,315140,SERVICIO DE ASESORIA EN TEMAS DE CONTRATACIONES DEL ESTADO
14029,315143,BOLSA PLANA DE POLIETILENO DE 28 in X 37 in X 2 µm
14030,315202,CONSULTORIA PARA ELABORACION DE DISENO E IMPLEMENTACION DE SEGUIMIENTO Y EVALUACION DE SISTEMA DE PLANEAMIENTO
14031,315205,SERVICIO DE DESARROLLO DE EVALUACION DE COMPETENCIAS A OPERADORES DEL SISTEMA NACIONAL PARA PLANEAMIENTO ESTRATEGICO
14032,315288,"CONSULTORIA DE ELABORACION DE ESTUDIO ACTUARIAL PARA SEGURO SUBSIDIADO, SEMISUBSIDIADO Y SEMICONTRIBUTIVO"
14033,315290,CONSULTORIA PARA ELABORACION DE ESTUDIO DE FACTORES PSICOSOCIALES QUE AFECTAN EL TRABAJO
14034,315294,CONSULTORIA PARA EVALUACION Y ELABORACION DE INFORMES TECNICOS DE CIERRE Y DE SEGUIMIENTO
14035,315303,CONSULTORIA PARA INFRAESTRUCTURA INMOBILIARIA
14036,315310,CONSULTORIA PARA ELABORACION DE MODELOS CARTOGRAFICOS PARA MAPAS TEMATICOS
14037,315318,SERVICIO DE MONITOREO DE REDES SOCIALES
14038,315319,SERVICIO DE MONITOREO DE PRODUCCION DE VIDEOS
14039,315320,SERVICIO DE MONITOREO TECNICO RURAL EN TELECOMUNICACIONES
14040,315327,"CONSULTORIA PARA ELABORACION DE DISENO ESTRUCTURAL, METRADOS, COSTOS Y PRESUPUESTOS"
14041,315338,CONSULTORIA PARA ESTABLECIMIENTO DE PARAMETROS Y SELECCION DE PROCESOS SENSIBLES EN ACTOS DE CORRUPCION
14042,315341,CONSULTORIA DE ESTRATEGIA DE COMUNICACION Y SENSIBILIZACION
14043,315342,CONSULTORIA DE ELABORACION DE ESTRATEGIA PARA GESTION EDUCATIVA
14044,315345,CONSULTORIA PARA PROCEDIMIENTO DE PRESENTACION Y TRAMITACION DE DENUNCIAS POR FALTA ADMINISTRATIVAS
14045,315346,"CONSULTORIA EN PROCESAMIENTO, MANEJO Y ANALISIS DE BASES DE DATOS DE ENCUESTAS"
14046,315349,CONSULTORIA PARA ELABORACION DE PROPUESTA DE PROCESOS A NIVEL DE ACTIVIDADES
14047,315357,CONSULTORIA PARA REVISION Y PROPUESTA DE MEJORA DE DOCUMENTOS DE PROYECTOS DE INFRAESTRUCTURA Y PROVISION DE SERVICIOS PUBLICOS
14048,315365,SERVICIO DE DISENO DE FICHAS OPTICAS E IMPRESION CON DATA VARIABLE Y MODULADO
14049,315367,SERVICIO DE ELABORACION DE EXPEDIENTE TECNICO PARA EL MEJORAMIENTO DEL CERCO PERIMETRICO
14050,315437,"SERVICIO DE DESINSTALACION, EMBALAJE Y TRASLADO DE SUBESTACIONES ELECTRICAS"
14051,315448,TUBO DE ABASTO DE PLASTICO 7/8 in X 40 cm
14052,315479,SERVICIO DE APLICACION DE PRUEBAS DE DESARROLLO Y MEDICION PARA APRENDIZAJE
14053,315486,SERVICIO DE ASISTENCIA DE CAPACIDADES PRODUCTIVAS
14054,315488,SERVICIO DE ASISTENCIA TECNICA EN ACTIVADES DE PROMOCION Y DIFUSION
14055,315489,SERVICIO DE ASISTENCIA TECNICA EN IMPLEMENTACION PARA ADMINISTRACION DE CENTRO DE ATENCION AL USUARIO
14056,315494,SERVICIO DE CONTROL DE CALIDAD DE SERVICIO DE IMPRESION MODULADO Y EMBALAJE
14057,315498,SERVICIO DE COORDINACION EN DESARROLLO DE INVESTIGACIONES O ESTUDIOS PARA PUBLICACION Y REVISION FINAL DE DOCUMENTOS A SER PUBLICADOS
14058,315499,SERVICIO DE COORDINACION PARA CAMPANAS DE SALUD EN LA COMUNIDAD
14059,315504,"SERVICIO DE DESMONTAJE, TRASLADO Y EMBALAJE DE GRUPO ELECTROGENO"
14060,315515,SERVICIO DE PRESENTACION MULTIMEDIA
14061,315517,SERVICIO DE SEGUIMIENTO DE ACCIONES PERTINENTES DEL SISTEMA DE CONTROL INTERNO
14062,315523,SERVICIO ESPECIALIZADO EN TEMAS DE DIFUSION EN MEDIOS DE COMUNICACION
14063,315584,ADOQUIN DE CONCRETO DE 20 cm X 10 cm X 6  cm
14064,315586,ALCANTARILLA DE METAL 2.00 mm X 36 in
14065,315592,MALLA DE ALAMBRE CUADRADA TEJIDA DE ACERO GALVANIZADO DE 1 in X 1 in X 7/64 in X 2.20 m
14066,315597,MALLA DE ALAMBRE CUADRADA TEJIDA DE FIERRO GALVANIZADA DE 2 in X 2 in X 3/32 in X 2.10 m
14067,315604,UNION SIMPLE DE PVC DE 90 mm X 2 in CON ROSCA
14068,315627,TUBO DE ACERO 1 1/4 in X 3 m
14069,315628,TUBO DE COBRE 1/2 in X 10 m
14070,315636,VENTANA SISTEMA DIRECTO CORREDIZA CON VIDRIO LAMINADO DE 6 mm
14071,315728,TUBO CUADRADO DE FIERRO DE 10 in X 10 in X 6.4 m
14072,315731,TUBO CUADRADO DE FIERRO DE 6 in X 6 in X 6 m
14073,315732,TUBO DE FIERRO GALVANIZADO 2.5 mm X 2 in X 6 m
14074,315742,UNION SIMPLE DE POLIETILENO DE ALTA DENSIDAD (HDPE) DE 3/4 in CON ROSCA
14075,315851,MADERA TORNILLO DE 1 1/2 in X 10 in X 13 ft
14076,316001,FORMATO DE REGISTRO DE LEGRADO UTERINO
14077,316010,CINTA DE ALMACENAMIENTO LTO6 2.5 TB
14078,316014,CARTUCHO DE LIMPIEZA ULTRIUM  LTO5 DE 1.5 TB A 3 TB
14079,316023,SWITCH PARA RED - PRINCIPAL (CORE) DE 48 SLOTS
14080,316024,TELEVISOR LED DE 50 in
14081,316026,SECCIONADOR FUSIBLE UNIPOLAR TIPO CUT-OUT DE 27 KV 100 A 170 KV BIL
14082,316041,CABLE ELECTRICO FLEXIBLE DE COBRE TIPO LSOHX-90 DE 2.5 mm2
14083,316074,BANCO DE BATERIAS DE 180 V 135 Ah
14084,316080,TABLERO DE DISTRIBUCION ELECTRICA DE 4 CIRCUITOS PARA EMPOTRAR
14085,316091,TABLERO ELECTRICO DE FIERRO TRIFASICO AUTOSOPORTADO 60 POLOS 380/220 V 60 Hz 600 mm X 1200 mm X 2200 mm CON ANALIZADOR DE REDES
14086,316113,ENVASE DE PLASTICO CON TAPA TIPO TAPER DE 11 cm X 25 cm X 40 cm
14087,316199,"SERVICIO DE DIGITALIZACION, ORGANIZACION Y BACK UP DE DOCUMENTACION"
14088,316202,SERVICIO DE DISENO DE PIEZAS GRAFICAS PARA CAMPANA PUBLICITARIA
14089,316203,SERVICIO DE DISENO DE PLAN DE RECUPERACION DE CALIDAD AMBIENTAL
14090,316206,"SERVICIO DE DISENO, DIAGRAMACION E IMPRESION DE REVISTA CON CD EN FORMATO EDITABLE"
14091,316219,"SERVICIO DE ELABORACION DE PLAN DE COMUNICACION, DIFUSION Y MAPEO DE GRUPOS DE INTERES"
14092,316220,SERVICIO DE ELABORACION DE PLAN DISTRITAL DE SEGURIDAD CIUDADANA
14093,316222,SERVICIO PARA ELABORACION DE PRESUPUESTO PARA ESTUDIO
14094,316232,SERVICIO DE EVALUACION DE PRESTACIONES DE SERVICIOS DE SALUD
14095,316237,SERVICIO DE FACILITADOR PARA TALLER DE COORDINACION
14096,316238,SERVICIO DE FISCALIZACION ADMINISTRATIVA
14097,316241,SERVICIO DE GESTION DE PRESUPUESTO POR RESULTADO
14098,316246,SERVICIO DE MEDICION CUANTITATIVA Y CUALITATIVA DEL NIVEL DE SATISFACCION DE LOS USUARIOS
14099,316247,SERVICIO DE MEDICION DE IMPACTO EN MEDIOS DE COMUNICACION
14100,316250,SERVICIO DE ORIENTACION A USUARIOS Y DIGITALIZACION DE INFORMACION
14101,316259,SERVICIO PARA REVISION DE EXPEDIENTES DE CONTRATACIONES DEL ESTADO
14102,316260,SERVICIO DE REVISION DE DOCUMENTOS DE EVALUACION DE CONOCIMIENTOS
14103,316261,SERVICIO DE REVISION Y EVALUACION DE MANUAL DE PROCEDIMIENTO ADMINISTRATIVO
14104,316265,SERVICIO DE SEGUIMIENTO Y REVISION DE ESTUDIO DE EVALUACION DE USOS DE SUELO Y ACTIVIDADES URBANAS
14105,316269,SUPERVISION DE ELABORACION DE EXPEDIENTE TECNICO PARA PROYECTO DE INVERSION
14106,316290,PROTECTOR SOLAR FPS 50 DE 100 mL APROX.
14107,316310,SERVICIO ESPECIALIZADO EN ESTRATEGIA DE COMUNICACION EN REDES SOCIALES
14108,316314,SERVICIO ESPECIALIZADO EN PLANIFICACION URBANA
14109,316315,SERVICIO ESPECIALIZADO EN TEMAS DE ORGANIZACION
14110,316316,SERVICIO ESPECIALIZADO PARA EVALUACION DE POSTULANTES A PROCESOS CAS Y ELABORACION DE FORMATO PARA REGISTRO DE ENTREVISTA
14111,316353,CAJA ARCHIVADORA DE CARTON PRENSADO DE 34 cm X 34 cm X 36 cm APROX.
14112,316394,CONSOLA DE SONIDO DE 20 CANALES DE SALIDA
14113,316397,EQUIPO DE MICROONDAS ENLACE DIGITAL PORTATIL HD/DS - SDI PARA MONTAJE EN CAMARA
14114,316400,ISLA DE EDICION DE AUDIO
14115,316401,PANEL SOLAR DE 140 W
14116,316402,RADIO TRANSMISOR RECEPTOR PORTATIL CON SISTEMA DE CONCENTRACION DE ENLACES DE TRANSMISION
14117,316427,CANGURO DE CODRA
14118,316434,CASACA DE ALGODON PARA CABALLERO
14119,316440,CHALECO DE DRIL CON CINTA REFLECTIVA
14120,316451,CHAQUETA DE POLIESTER MANGA CORTA CABALLERO
14121,316572,TERMINAL DE COBRE DE COMPRESION DE 50 mm2
14122,316574,TERMINAL DE COBRE DE COMPRESION DE 95 mm2
14123,316724,RAMO DE FLORES VARIADAS
14124,316835,MODULO FIJO DE MELAMINA PARA ATENCION AL PUBLICO
14125,316865,SEMILLA DE PORO - ALLIUM PORRUM
14126,316869,SILLA FIJA DE METAL CON ESPALDAR Y ASIENTO DE POLIPROPILENO
14127,316877,SOMBRERO DE LONA
14128,316909,TANQUE CILINDRO DE ACERO INOXIDABLE DE 1000 L
14129,316910,TANQUE CILINDRO DE ACERO INOXIDABLE DE 700 L
14130,316918,TIJERA DE PODAR DE MANO DE 21 cm
14131,316970,NECESER DE TELA CODRA
14132,316984,PANTALON DE POLIALGODON PARA CABALLERO
14133,317056,CONECTOR A PRESION (CP) DE ACERO Y ZINC TIPO EMT DE 1 in
14134,317066,CONO DE SEGURIDAD DE 40 cm SIN CINTA REFLECTIVA BASE NORMAL
14135,317068,CUMBRERA DE ACERO CON ALUZINC 0.4 mm X 1.10 m X 3.00 m
14136,317071,CUMBRERA DE ACERO CON ALUZINC 0.4 mm X 1.10 m X 4.60 m
14137,317076,GUANTE DE ALGODON CON PALMA DEPOLIURETANO TALLA 9 CORTO
14138,317100,POSTE DE FIERRO GALVANIZADO DE 6 in X 10 m
14139,317104,PUERTA DE FIERRO BATIENTE DE 1 HOJA
14140,317109,TUBETE DE POLIPROPILENO PARA VIVERO 345 mL APROX.
14141,317110,PROCESADOR ESTACION DE TRABAJO 2.6 Ghz RAM 64 GB ALMACENAMIENTO 3 TB
14142,317114,UNIFORME DE FAENA PARA MANTENIMIENTO
14143,317131,VALE DE CONSUMO PARA VESTUARIO
14144,317185,CAJA DE HERRAMIENTAS DE POLIETILENO DE 23 in X 21 in X 56 in
14145,317186,CAJA DE HERRAMIENTAS DE POLIETILENO DE 12 in X 5 in X 6 in
14146,317193,SELLO MECANICO 1 1/2  in
14147,317195,AUTOTRANSFORMADOR MONOFASICO DE 2 KVA
14148,317204,EQUIPO DE BANO MARIA DE 1 L
14149,317207,MOTOR ESTACIONARIO ELECTRICO DE 5 HP
14150,317209,TANQUE DE ALMACENAMIENTO DE LECHE
14151,317212,AMOLADORA ELECTRICA DE MANO DE 4 1/2 in 1200 W
14152,317219,BOTE A MOTOR DE 2.5 t
14153,317221,CAMION FURGON PARA CARGA DE 4 t
14154,317222,CAMION FURGON PARA CARGA DE 3 t
14155,317223,CAMION FURGON PARA CARGA DE 2 t
14156,317225,OMNIBUS DE 36 PASAJEROS
14157,317226,"PESAS PATRON X 4 PIEZAS (100 g, 500 g, 1 kg, 2 kg)"
14158,317228,VASO DE FARADAY CON BASE PARA ELECTROSCOPIO
14159,317243,FIBRA DE ACERO PARA REFUERZO DE CONCRETO
14160,317245,GEOMALLA DE POLIPROPILENO 4.30 m X 100 m
14161,317255,MASCARILLA DE PROTECCION CONTRA POLVO Y PARTICULAS LIQUIDAS DESCARTABLE
14162,317257,PLANCHA DE POLICARBONATO ONDULADA OPACA DE 2400 mm X 1100 mm X 1.2 mm
14163,317258,SERVICIO DE ASESORIA EN DERECHO PROCESAL LABORAL
14164,317259,SERVICIO DE ATENCIONES ESPECIALIZADAS EN MEDICINA VETERINARIA
14165,317266,CAJON FERMENTANDOR DE MADERA DE 80 cm X 1.2 m X 2 m
14166,317270,CARPETA UNIPERSONAL DE METAL
14167,317280,CONSULTORIA PARA TEMAS DE INFORMACION GEOGRAFICA Y GEOREFERENCIADA
14168,317283,DELANTAL DE TELA POLIESTER RECUBIERTA DE PVC
14169,317284,DESINFECTANTE PEROXIDO DE HIDROGENO 6% CON IONES DE PLATA
14170,317295,GORRA DE DRIL CON TAPA CUELLO
14171,317304,GORRO DE ALGODON
14172,317313,LOCION ANTISEPTICA HIDROALCOHOLICA PARA DISPENSADOR EN SPRAY X 400 mL
14173,317329,SACO DE LANA PARA CABALLERO
14174,317341,"SERVICIO DE DISENO, ORGANIZACION Y EJECUCION DE ACTIVIDADES ARTISTICAS"
14175,317350,SERVICIO ESPECIALIZADO EN ELABORACION DE PROPUESTA DE GESTION DE PROGRAMA DE AGUAS RESIDUALES
14176,317351,CONSULTORIA PARA EVALUACION DE SERVICIOS DE TECNOLOGIA DE INFORMACION
14177,317357,ZAPATO SINTETICO PARA CABALLERO
14178,317383,PLATAFORMA HIDRAULICA DE CARGA TRASERA DE CAMION
14179,317394,LLANTA 10.0/75-15.3 12 PR
14180,317572,SANDWICH DOBLE
14181,317621,ARROZ PILADO CORRIENTE
14182,317622,ARROZ PILADO POPULAR
14183,317638,BOLSA COLECTORA DE ORINA CON UROMETRO 200 mL
14184,317646,CABEZA FEMORAL MODULAR 28 mm DE DIAMETRO CON CONO
14185,317648,CABLE DE EXTENSION PARA CONEXION CON PULSIOXIMETRO DE MESA BITMOS
14186,317653,CAMPO QUIRURGICO ESTERIL DESCARTABLE 45 cm X 45 cm
14187,317670,CIRCUITO CORRUGADO DESCARTABLE PEDIATRICO
14188,317672,CLAVO ENDOMEDULAR DE TITANIO PARA TIBIA DE 9 mm X 34 cm APROX. DE USO QUIRURGICO
14189,317673,CLAVO INTRAMEDULAR ANTEROGRADO PARA FEMUR DERECHO 9 mm APROX. DE USO QUIRURGICO
14190,317690,CUCHILLETE 1.0 mm DE DIAMETRO ANGULADO 15  PARA USO QUIRURGICO
14191,317707,ESFINTEROTOMO CON ASA DE CORTE 25 mm TRIPLE LUMEN X 190 mm
14192,317738,LAMINA DE GEL DE SILICONA 2 mm X 12 cm X 15 cm
14193,317740,LINEA PARA BOMBA DE INFUSION CON BURETA Y CONECTOR CON SISTEMA DE SEGURIDAD
14194,317741,LINEA PARA BOMBA DE INFUSION OPACA SIN BURETA CONECTOR CON SISTEMA DE SEGURIDAD
14195,317742,LINEA PARA BOMBA DE INFUSION SIN BURETA CONECTOR CON SISTEMA DE SEGURIDAD
14196,317754,PARTICULA DE PVA PARA EMBOLIZACION TERAPEUTICA VASCULAR 500 µm X 2 mL
14197,317755,PARTICULA DE PVA PARA EMBOLIZACION TERAPEUTICA VASCULAR 700 µm X 2 mL
14198,317775,ADAPTADOR EN T CON VALVULA PARA TUBO ENDOTRAQUEAL DIAMETRO 15 mm
14199,317801,JAULA DE METAL CON ALAMBRE GALVANIZADO 5 m X 5 m X 8 m
14200,317805,MALLA CUADRADA DE NAILON DE 1 in X 5 m X 5 m X 5 m
14201,317900,GALLETA DE CHOCOLATE CON RELLENO
14202,317915,RESINA PARA EXTRACCION DE ADN GRADO BIOLOGIA MOLECULAR
14203,317920,REACTIVO PARA AISLAMIENTO DE ADN GENOMICO X 500 mL
14204,317924,SULFATO DE HIERRO II P.A.
14205,317925,ISOOCTANO P.A.
14206,317939,SISTEMA DE DETECCION DE MUTACIONES DEL GEN KRAS X 50 DETERMINACIONES
14207,318002,MANGA MIXTA PARA ESTERILIZAR CON VAPOR Y/O OXIDO DE ETILENO CON FUELLE 20 cm
14208,318003,MANGA MIXTA PARA ESTERILIZAR CON VAPOR Y/O OXIDO DE ETILENO CON FUELLE 30 cm
14209,318004,APOSITO TRANSPARENTE CON BORDE REFORZADO 7.0 cm X 8.5 cm
